ageband,year,pop,rate,ratelow,rateupp
30-34,2001,Female,60.4,48.1,72.8
35-39,2001,Female,72.6,59.3,85.8
40-44,2001,Female,112.4,95.6,129.3
45-49,2001,Female,188.9,165.5,212.2
50-54,2001,Female,322.1,290.4,353.8
55-59,2001,Female,450.6,408,493.1
60-64,2001,Female,829.4,767,891.7
65-69,2001,Female,1264.5,1179.5,1349.6
70-74,2001,Female,1969.7,1860.3,2079
75-79,2001,Female,3321.1,3168.3,3473.9
80+,2001,Female,10224.6,9994.1,10455.2
Total,2002,Female,418,410.6,425.4
00-04,2002,Female,289.1,260.6,317.5
05-09,2002,Female,13.3,7.3,19.3
10-14,2002,Female,11.3,5.9,16.7
15-19,2002,Female,37,26.9,47
20-24,2002,Female,42.4,31.3,53.4
25-29,2002,Female,48.3,36.3,60.2
30-34,2002,Female,61,48.7,73.4
35-39,2002,Female,81.5,67.5,95.6
40-44,2002,Female,108,91.8,124.3
45-49,2002,Female,189.9,166.9,213
50-54,2002,Female,281.9,252.3,311.5
55-59,2002,Female,498.6,455.1,542.1
60-64,2002,Female,741.3,683.6,799
65-69,2002,Female,1186.6,1104.9,1268.4
70-74,2002,Female,1980.1,1870.4,2089.8
75-79,2002,Female,3380.9,3226.8,3535
80+,2002,Female,10069.6,9844.2,10295.1
Total,2003,Female,406.1,398.9,413.3
00-04,2003,Female,265.7,238.5,292.9
05-09,2003,Female,12.6,6.8,18.4
10-14,2003,Female,13.8,7.9,19.7
15-19,2003,Female,53.8,41.8,65.7
20-24,2003,Female,42,31.2,52.9
25-29,2003,Female,40,29.2,50.9
30-34,2003,Female,53.9,42.3,65.4
35-39,2003,Female,78.9,65.1,92.7
40-44,2003,Female,114.9,98.4,131.3
45-49,2003,Female,191.5,168.7,214.3
50-54,2003,Female,299.6,269.3,329.9
55-59,2003,Female,452.8,412.8,492.9
60-64,2003,Female,721,664.7,777.2
65-69,2003,Female,1193,1111.9,1274.1
70-74,2003,Female,1909.4,1801.7,2017.2
75-79,2003,Female,3114.7,2967.2,3262.1
80+,2003,Female,9860.1,9639.6,10080.6
Total,2004,Female,409.9,402.7,417.1
00-04,2004,Female,294.9,266.3,323.4
05-09,2004,Female,13.3,7.3,19.3
10-14,2004,Female,13,7.3,18.8
15-19,2004,Female,44.6,33.9,55.4
20-24,2004,Female,37.5,27.4,47.5
25-29,2004,Female,38.3,27.7,48.9
30-34,2004,Female,57.8,45.9,69.8
35-39,2004,Female,80.9,66.9,94.8
40-44,2004,Female,112.6,96.5,128.7
45-49,2004,Female,190.5,168.2,212.9
50-54,2004,Female,306,275.6,336.3
55-59,2004,Female,445.8,407.1,484.6
60-64,2004,Female,747.7,691.2,804.3
65-69,2004,Female,1132.2,1054.6,1209.8
70-74,2004,Female,1896.1,1788.5,2003.7
75-79,2004,Female,3104.3,2957.5,3251.2
80+,2004,Female,10087.7,9867.3,10308.1
Total,2005,Female,378.9,372.1,385.8
00-04,2005,Female,247.5,221.3,273.6
05-09,2005,Female,14,7.9,20.2
10-14,2005,Female,10.5,5.4,15.6
15-19,2005,Female,39.1,29.1,49.1
20-24,2005,Female,38.3,28.2,48.4
25-29,2005,Female,34.2,24.2,44.2
30-34,2005,Female,57.3,45.3,69.3
35-39,2005,Female,76.5,62.9,90
40-44,2005,Female,119.1,102.6,135.6
45-49,2005,Female,194.1,171.8,216.3
50-54,2005,Female,263.4,235.6,291.3
55-59,2005,Female,425.6,388.6,462.7
60-64,2005,Female,682.1,628.8,735.4
65-69,2005,Female,1046.1,973.2,1119
70-74,2005,Female,1669.9,1568.6,1771.1
75-79,2005,Female,2924.2,2782.1,3066.4
80+,2005,Female,9423.7,9213.4,9633.9
Total,2006,Female,390,383.2,396.9
00-04,2006,Female,271.7,244.4,299
05-09,2006,Female,7.7,3.2,12.3
10-14,2006,Female,13.3,7.4,19.1
15-19,2006,Female,41.5,31.4,51.7
20-24,2006,Female,35.8,26.1,45.5
25-29,2006,Female,35.9,25.7,46
30-34,2006,Female,48.1,37,59.2
35-39,2006,Female,72.8,59.7,85.9
40-44,2006,Female,115.3,99,131.6
45-49,2006,Female,185.9,164.5,207.3
50-54,2006,Female,282.7,254.2,311.2
55-59,2006,Female,420.6,384.3,456.9
60-64,2006,Female,642.7,591.7,693.6
65-69,2006,Female,1051.8,980.7,1122.9
70-74,2006,Female,1825.4,1719.7,1931.1
75-79,2006,Female,3042.5,2898.1,3186.9
80+,2006,Female,9818.6,9606.5,10030.8
Total,2007,Female,378.3,371.6,385.1
00-04,2007,Female,304.4,275.8,333
05-09,2007,Female,9.8,4.7,15
10-14,2007,Female,16.7,10.2,23.3
15-19,2007,Female,41,31,51.1
20-24,2007,Female,37.2,27.3,47.2
25-29,2007,Female,32.4,22.8,42
30-34,2007,Female,54.9,42.9,66.9
35-39,2007,Female,79.9,66.3,93.6
40-44,2007,Female,124.7,107.7,141.7
45-49,2007,Female,148.2,129.4,167
50-54,2007,Female,255.2,228.5,281.9
55-59,2007,Female,421.9,385.6,458.1
60-64,2007,Female,616.5,568,665.1
65-69,2007,Female,1037.7,968.6,1106.9
70-74,2007,Female,1685.7,1585,1786.4
75-79,2007,Female,2877,2736.6,3017.5
80+,2007,Female,9439.8,9233.8,9645.7
Total,2008,Female,382,375.4,388.7
00-04,2008,Female,265.1,238.7,291.4
05-09,2008,Female,12.7,6.8,18.5
10-14,2008,Female,12.2,6.5,17.8
15-19,2008,Female,42.1,32,52.3
20-24,2008,Female,42.2,31.6,52.8
25-29,2008,Female,41.4,30.7,52.1
30-34,2008,Female,45.7,34.6,56.8
35-39,2008,Female,83.1,69.2,97
40-44,2008,Female,108.4,92.4,124.3
45-49,2008,Female,148.1,129.5,166.7
50-54,2008,Female,248.5,222.5,274.5
55-59,2008,Female,455.9,418.3,493.4
60-64,2008,Female,643.3,595.3,691.2
65-69,2008,Female,1036.5,968.1,1104.9
70-74,2008,Female,1761.3,1659.5,1863
75-79,2008,Female,2848.2,2708.5,2987.9
80+,2008,Female,9718.7,9511.7,9925.8
Total,2009,Female,371.3,364.8,377.8
00-04,2009,Female,292.1,264.7,319.5
05-09,2009,Female,14,7.9,20.2
10-14,2009,Female,18.4,11.4,25.3
15-19,2009,Female,33.8,24.7,42.9
20-24,2009,Female,32.8,23.6,42.1
25-29,2009,Female,45.9,34.7,57.2
30-34,2009,Female,47.7,36.2,59.1
35-39,2009,Female,72.4,59.3,85.4
40-44,2009,Female,115.2,98.8,131.7
45-49,2009,Female,171.4,151.5,191.2
50-54,2009,Female,286.4,258.9,313.9
55-59,2009,Female,366,332.6,399.3
60-64,2009,Female,606.1,560.6,651.5
65-69,2009,Female,979.9,914.3,1045.5
70-74,2009,Female,1661.7,1564.6,1758.9
75-79,2009,Female,2663.2,2527.9,2798.5
80+,2009,Female,9471.3,9268.7,9673.8
Total,2010,Female,356.9,350.6,363.2
00-04,2010,Female,258.8,233.3,284.3
05-09,2010,Female,4.9,1.3,8.6
10-14,2010,Female,13.6,7.6,19.5
15-19,2010,Female,34.5,25.3,43.8
20-24,2010,Female,37.4,27.6,47.2
25-29,2010,Female,41.2,30.6,51.8
30-34,2010,Female,51.4,39.5,63.3
35-39,2010,Female,66.2,53.6,78.8
40-44,2010,Female,117.6,101,134.2
45-49,2010,Female,173.3,153.3,193.2
50-54,2010,Female,253.4,227.9,278.9
55-59,2010,Female,362.3,329.4,395.1
60-64,2010,Female,586.9,543.1,630.7
65-69,2010,Female,975.2,910.7,1039.7
70-74,2010,Female,1562.9,1470.9,1654.8
75-79,2010,Female,2580.4,2446.9,2713.9
80+,2010,Female,9202.2,9004.6,9399.9
Total,2011,Female,372.7,366.3,379
00-04,2011,Female,241.5,217,266
05-09,2011,Female,4.9,1.3,8.6
10-14,2011,Female,10.9,5.5,16.2
15-19,2011,Female,36.3,26.8,45.8
20-24,2011,Female,50.3,39.1,61.5
25-29,2011,Female,51.7,39.9,63.6
30-34,2011,Female,62.1,49,75.1
35-39,2011,Female,78.2,64.3,92.2
40-44,2011,Female,111.5,95.5,127.6
45-49,2011,Female,164,144.5,183.5
50-54,2011,Female,244.3,219.6,269
55-59,2011,Female,380.1,346.9,413.3
60-64,2011,Female,610.6,566.6,654.6
65-69,2011,Female,1018.5,953.5,1083.5
70-74,2011,Female,1576.1,1486.1,1666
75-79,2011,Female,2734.3,2597.1,2871.5
80+,2011,Female,9830.4,9627.8,10033
Total,2012,Female,357.3,351.2,363.5
00-04,2012,Female,240.1,215.6,264.6
05-09,2012,Female,9.8,4.6,14.9
10-14,2012,Female,10.9,5.6,16.3
15-19,2012,Female,34.6,25.3,43.9
20-24,2012,Female,38.1,28.4,47.9
25-29,2012,Female,24.8,16.6,33
30-34,2012,Female,56.3,43.9,68.7
35-39,2012,Female,58.3,46,70.5
40-44,2012,Female,111.5,95.5,127.6
45-49,2012,Female,188.7,167.7,209.8
50-54,2012,Female,252.7,227.9,277.5
55-59,2012,Female,329.9,299.4,360.4
60-64,2012,Female,556.9,515,598.8
65-69,2012,Female,895.6,836.4,954.9
70-74,2012,Female,1490.4,1404.9,1575.8
75-79,2012,Female,2677,2542.6,2811.4
80+,2012,Female,9714.1,9513.5,9914.8
Total,2013,Female,329.9,324.1,335.8
00-04,2013,Female,188.3,166.5,210.2
05-09,2013,Female,8.2,3.6,12.8
10-14,2013,Female,10.4,5.1,15.6
15-19,2013,Female,31.5,22.6,40.4
20-24,2013,Female,28.2,19.8,36.5
25-29,2013,Female,26.6,18.2,35.1
30-34,2013,Female,46.5,35.3,57.8
35-39,2013,Female,62.8,49.9,75.7
40-44,2013,Female,96.7,81.8,111.7
45-49,2013,Female,153.2,134.1,172.2
50-54,2013,Female,263.2,238.2,288.2
55-59,2013,Female,343,312.3,373.8
60-64,2013,Female,556.3,514.6,597.9
65-69,2013,Female,838.8,783.4,894.2
70-74,2013,Female,1378.7,1297.5,1460
75-79,2013,Female,2573.1,2443.1,2703.2
80+,2013,Female,8833.9,8643.8,9024
