ageband,year,pop,rate,ratelow,rateupp,deaths,people,percent
40-44,1986,Female Non-Maori,1.1,0,3.27,1,90650,1.1e-05
45-49,1986,Female Non-Maori,1.29,0,3.81,1,77670,1.29e-05
50-54,1986,Female Non-Maori,0,0,0,0,66520,0
55-59,1986,Female Non-Maori,1.45,0,4.3,1,68850,1.45e-05
60-64,1986,Female Non-Maori,10.3,2.67,17.93,7,67980,0.000102971
65-69,1986,Female Non-Maori,16.62,6.32,26.92,10,60170,0.000166196
70-74,1986,Female Non-Maori,41.9,24.39,59.42,22,52500,0.000419048
75-79,1986,Female Non-Maori,58.29,34.47,82.11,23,39460,0.000582869
80+,1986,Female Non-Maori,83.01,55.89,110.12,36,43370,0.000830067
Total,1987,Female Non-Maori,5.75,4.72,6.78,128,1518200,8.43e-05
00-04,1987,Female Non-Maori,0,0,0,0,107980,0
05-09,1987,Female Non-Maori,0,0,0,0,107040,0
10-14,1987,Female Non-Maori,0,0,0,0,119190,0
15-19,1987,Female Non-Maori,0.76,0,2.24,1,131900,7.58e-06
20-24,1987,Female Non-Maori,0,0,0,0,119900,0
25-29,1987,Female Non-Maori,0.8,0,2.37,1,125150,7.99e-06
30-34,1987,Female Non-Maori,0.85,0,2.52,1,117320,8.52e-06
35-39,1987,Female Non-Maori,1.8,0,4.28,2,111380,1.8e-05
40-44,1987,Female Non-Maori,3.15,0,6.72,3,95130,3.15e-05
45-49,1987,Female Non-Maori,1.26,0,3.72,1,79650,1.26e-05
50-54,1987,Female Non-Maori,4.43,0,9.45,3,67700,4.43e-05
55-59,1987,Female Non-Maori,11.72,3.6,19.85,8,68240,0.000117233
60-64,1987,Female Non-Maori,14.74,5.6,23.88,10,67840,0.000147406
65-69,1987,Female Non-Maori,26.06,13.29,38.83,16,61390,0.000260629
70-74,1987,Female Non-Maori,41.47,24.14,58.8,22,53050,0.000414703
75-79,1987,Female Non-Maori,59.19,35.51,82.87,24,40550,0.000591862
80+,1987,Female Non-Maori,80.34,54.1,106.58,36,44810,0.000803392
Total,1988,Female Non-Maori,6.36,5.28,7.45,145,1524100,9.51e-05
00-04,1988,Female Non-Maori,0,0,0,0,110010,0
05-09,1988,Female Non-Maori,0,0,0,0,106450,0
10-14,1988,Female Non-Maori,0,0,0,0,112880,0
15-19,1988,Female Non-Maori,0,0,0,0,132040,0
20-24,1988,Female Non-Maori,0.84,0,2.49,1,119070,8.4e-06
25-29,1988,Female Non-Maori,1.58,0,3.77,2,126500,1.58e-05
30-34,1988,Female Non-Maori,1.68,0,4,2,119390,1.68e-05
35-39,1988,Female Non-Maori,1.83,0,4.36,2,109500,1.83e-05
40-44,1988,Female Non-Maori,1.01,0,2.99,1,99070,1.01e-05
45-49,1988,Female Non-Maori,6.11,0.75,11.47,5,81800,6.11e-05
50-54,1988,Female Non-Maori,7.33,0.91,13.76,5,68180,7.33e-05
55-59,1988,Female Non-Maori,8.88,1.77,15.98,6,67580,8.88e-05
60-64,1988,Female Non-Maori,14.82,5.64,24.01,10,67470,0.000148214
65-69,1988,Female Non-Maori,22.26,10.6,33.92,14,62890,0.000222611
70-74,1988,Female Non-Maori,33.98,18.28,49.67,18,52980,0.000339751
75-79,1988,Female Non-Maori,66.41,41.81,91.01,28,42160,0.000664137
80+,1988,Female Non-Maori,110.75,80.35,141.14,51,46050,0.001107492
Total,1989,Female Non-Maori,5.27,4.28,6.27,118,1531600,7.7e-05
00-04,1989,Female Non-Maori,0,0,0,0,111510,0
05-09,1989,Female Non-Maori,0,0,0,0,105500,0
10-14,1989,Female Non-Maori,0,0,0,0,110280,0
15-19,1989,Female Non-Maori,0,0,0,0,129670,0
20-24,1989,Female Non-Maori,0,0,0,0,118880,0
25-29,1989,Female Non-Maori,0.8,0,2.38,1,124520,8.03e-06
30-34,1989,Female Non-Maori,2.46,0,5.23,3,122190,2.46e-05
35-39,1989,Female Non-Maori,2.71,0,5.78,3,110570,2.71e-05
40-44,1989,Female Non-Maori,2.88,0,6.13,3,104280,2.88e-05
45-49,1989,Female Non-Maori,1.19,0,3.52,1,84070,1.19e-05
50-54,1989,Female Non-Maori,2.89,0,6.9,2,69110,2.89e-05
55-59,1989,Female Non-Maori,16.3,6.67,25.93,11,67490,0.000162987
60-64,1989,Female Non-Maori,14.95,5.68,24.22,10,66880,0.000149522
65-69,1989,Female Non-Maori,20.56,9.38,31.73,13,63240,0.000205566
70-74,1989,Female Non-Maori,32.4,17,47.8,17,52470,0.000323995
75-79,1989,Female Non-Maori,39.61,20.78,58.44,17,42920,0.000396086
80+,1989,Female Non-Maori,77.18,52.31,102.05,37,47940,0.000771798
Total,1990,Female Non-Maori,5.94,4.9,6.98,138,1546000,8.93e-05
00-04,1990,Female Non-Maori,0,0,0,0,114120,0
05-09,1990,Female Non-Maori,0,0,0,0,106180,0
10-14,1990,Female Non-Maori,0,0,0,0,109500,0
15-19,1990,Female Non-Maori,0.8,0,2.36,1,125560,7.96e-06
20-24,1990,Female Non-Maori,0.84,0,2.5,1,118600,8.43e-06
25-29,1990,Female Non-Maori,0,0,0,0,125970,0
30-34,1990,Female Non-Maori,2.41,0,5.14,3,124480,2.41e-05
35-39,1990,Female Non-Maori,2.67,0,5.68,3,112510,2.67e-05
40-44,1990,Female Non-Maori,1.86,0,4.44,2,107370,1.86e-05
45-49,1990,Female Non-Maori,7,1.4,12.61,6,85680,7e-05
50-54,1990,Female Non-Maori,6.95,0.86,13.04,5,71940,6.95e-05
55-59,1990,Female Non-Maori,4.53,0,9.65,3,66240,4.53e-05
60-64,1990,Female Non-Maori,16.51,6.75,26.27,11,66630,0.000165091
65-69,1990,Female Non-Maori,29.55,16.26,42.84,19,64300,0.00029549
70-74,1990,Female Non-Maori,24.62,11.24,38.01,13,52800,0.000246212
75-79,1990,Female Non-Maori,52.08,30.8,73.37,23,44160,0.000520833
80+,1990,Female Non-Maori,96.13,68.94,123.33,48,49930,0.000961346
Total,1991,Female Non-Maori,4.63,3.73,5.53,111,1537630,7.22e-05
00-04,1991,Female Non-Maori,0,0,0,0,106300,0
05-09,1991,Female Non-Maori,0,0,0,0,98660,0
10-14,1991,Female Non-Maori,0,0,0,0,99430,0
15-19,1991,Female Non-Maori,0,0,0,0,117320,0
20-24,1991,Female Non-Maori,0,0,0,0,121910,0
25-29,1991,Female Non-Maori,0.81,0,2.41,1,123040,8.13e-06
30-34,1991,Female Non-Maori,0,0,0,0,125360,0
35-39,1991,Female Non-Maori,1.75,0,4.17,2,114560,1.75e-05
40-44,1991,Female Non-Maori,1.8,0,4.3,2,111100,1.8e-05
45-49,1991,Female Non-Maori,4.5,0.09,8.9,4,88950,4.5e-05
50-54,1991,Female Non-Maori,2.6,0,6.2,2,76910,2.6e-05
55-59,1991,Female Non-Maori,7.58,0.94,14.22,5,65970,7.58e-05
60-64,1991,Female Non-Maori,17.44,7.57,27.31,12,68810,0.000174393
65-69,1991,Female Non-Maori,22.65,11.19,34.12,15,66220,0.000226518
70-74,1991,Female Non-Maori,24.93,11.87,37.99,14,56150,0.000249332
75-79,1991,Female Non-Maori,48.55,28.26,68.84,22,45310,0.000485544
80+,1991,Female Non-Maori,61.92,40.47,83.37,32,51680,0.000619195
Total,1992,Female Non-Maori,5.38,4.41,6.35,132,1548710,8.52e-05
00-04,1992,Female Non-Maori,0,0,0,0,108180,0
05-09,1992,Female Non-Maori,0,0,0,0,99050,0
10-14,1992,Female Non-Maori,0,0,0,0,98700,0
15-19,1992,Female Non-Maori,0.89,0,2.63,1,112530,8.89e-06
20-24,1992,Female Non-Maori,0,0,0,0,122840,0
25-29,1992,Female Non-Maori,0,0,0,0,120690,0
30-34,1992,Female Non-Maori,0,0,0,0,127980,0
35-39,1992,Female Non-Maori,0,0,0,0,116690,0
40-44,1992,Female Non-Maori,2.7,0,5.77,3,110920,2.7e-05
45-49,1992,Female Non-Maori,5.34,0.66,10.02,5,93680,5.34e-05
50-54,1992,Female Non-Maori,7.48,1.49,13.46,6,80240,7.48e-05
55-59,1992,Female Non-Maori,9.04,1.81,16.28,6,66340,9.04e-05
60-64,1992,Female Non-Maori,13.24,4.59,21.89,9,67980,0.000132392
65-69,1992,Female Non-Maori,25.86,13.57,38.15,17,65740,0.000258594
70-74,1992,Female Non-Maori,34.81,19.56,50.07,20,57450,0.000348129
75-79,1992,Female Non-Maori,49.91,29.51,70.31,23,46080,0.000499132
80+,1992,Female Non-Maori,78.21,54.56,101.87,42,53700,0.000782123
Total,1993,Female Non-Maori,4.24,3.42,5.07,113,1562560,7.23e-05
00-04,1993,Female Non-Maori,0,0,0,0,108810,0
05-09,1993,Female Non-Maori,0,0,0,0,100800,0
10-14,1993,Female Non-Maori,0,0,0,0,99400,0
15-19,1993,Female Non-Maori,0,0,0,0,108210,0
20-24,1993,Female Non-Maori,0,0,0,0,122690,0
25-29,1993,Female Non-Maori,0,0,0,0,119160,0
30-34,1993,Female Non-Maori,0,0,0,0,130300,0
35-39,1993,Female Non-Maori,0.84,0,2.48,1,119390,8.38e-06
40-44,1993,Female Non-Maori,0.9,0,2.66,1,111180,8.99e-06
45-49,1993,Female Non-Maori,4,0.08,7.92,4,99960,4e-05
50-54,1993,Female Non-Maori,1.22,0,3.61,1,81990,1.22e-05
55-59,1993,Female Non-Maori,10.41,2.7,18.13,7,67230,0.00010412
60-64,1993,Female Non-Maori,8.95,1.79,16.1,6,67070,8.95e-05
65-69,1993,Female Non-Maori,13.72,4.76,22.68,9,65610,0.000137174
70-74,1993,Female Non-Maori,30.63,16.48,44.78,18,58770,0.000306279
75-79,1993,Female Non-Maori,43.38,24.37,62.4,20,46100,0.000433839
80+,1993,Female Non-Maori,82.26,58.49,106.03,46,55920,0.000822604
Total,1994,Female Non-Maori,4.86,3.97,5.75,128,1580320,8.1e-05
00-04,1994,Female Non-Maori,0,0,0,0,109110,0
05-09,1994,Female Non-Maori,0,0,0,0,103240,0
10-14,1994,Female Non-Maori,0,0,0,0,100330,0
15-19,1994,Female Non-Maori,0,0,0,0,105410,0
20-24,1994,Female Non-Maori,0.82,0,2.44,1,121360,8.24e-06
25-29,1994,Female Non-Maori,0,0,0,0,119360,0
30-34,1994,Female Non-Maori,1.52,0,3.62,2,131650,1.52e-05
35-39,1994,Female Non-Maori,0,0,0,0,122860,0
40-44,1994,Female Non-Maori,0.88,0,2.62,1,113040,8.85e-06
45-49,1994,Female Non-Maori,3.8,0.08,7.53,4,105180,3.8e-05
50-54,1994,Female Non-Maori,8.34,2.16,14.52,7,83940,8.34e-05
55-59,1994,Female Non-Maori,5.8,0.12,11.48,4,68960,5.8e-05
60-64,1994,Female Non-Maori,10.61,2.75,18.47,7,65970,0.000106109
65-69,1994,Female Non-Maori,15.26,5.8,24.71,10,65540,0.000152579
70-74,1994,Female Non-Maori,38.12,22.54,53.7,23,60330,0.000381237
75-79,1994,Female Non-Maori,52.41,31.44,73.38,24,45790,0.000524132
80+,1994,Female Non-Maori,77.28,54.7,99.86,45,58230,0.000772798
Total,1995,Female Non-Maori,4.5,3.63,5.36,118,1601010,7.37e-05
00-04,1995,Female Non-Maori,0,0,0,0,108700,0
05-09,1995,Female Non-Maori,0,0,0,0,106670,0
10-14,1995,Female Non-Maori,0,0,0,0,101480,0
15-19,1995,Female Non-Maori,0,0,0,0,104250,0
20-24,1995,Female Non-Maori,0,0,0,0,118960,0
25-29,1995,Female Non-Maori,1.65,0,3.95,2,120880,1.65e-05
30-34,1995,Female Non-Maori,2.27,0,4.83,3,132380,2.27e-05
35-39,1995,Female Non-Maori,0,0,0,0,126700,0
40-44,1995,Female Non-Maori,0,0,0,0,115630,0
45-49,1995,Female Non-Maori,3.65,0.07,7.23,4,109570,3.65e-05
50-54,1995,Female Non-Maori,6.97,1.39,12.54,6,86100,6.97e-05
55-59,1995,Female Non-Maori,8.34,1.67,15.02,6,71930,8.34e-05
60-64,1995,Female Non-Maori,10.82,2.8,18.83,7,64720,0.000108158
65-69,1995,Female Non-Maori,16.86,6.9,26.82,11,65250,0.000168582
70-74,1995,Female Non-Maori,26.4,13.46,39.33,16,60610,0.000263983
75-79,1995,Female Non-Maori,38.43,20.68,56.18,18,46840,0.000384287
80+,1995,Female Non-Maori,74.59,52.8,96.38,45,60330,0.000745898
Total,1996,Female Non-Maori,4.52,3.69,5.34,126,1623670,7.76e-05
00-04,1996,Female Non-Maori,0,0,0,0,107470,0
05-09,1996,Female Non-Maori,0,0,0,0,110380,0
10-14,1996,Female Non-Maori,0,0,0,0,102950,0
15-19,1996,Female Non-Maori,0,0,0,0,104660,0
20-24,1996,Female Non-Maori,0,0,0,0,115330,0
25-29,1996,Female Non-Maori,0,0,0,0,123250,0
30-34,1996,Female Non-Maori,0,0,0,0,132610,0
35-39,1996,Female Non-Maori,0,0,0,0,131300,0
40-44,1996,Female Non-Maori,1.68,0,4.01,2,119010,1.68e-05
45-49,1996,Female Non-Maori,4.43,0.55,8.31,5,112900,4.43e-05
50-54,1996,Female Non-Maori,4.53,0.09,8.97,4,88300,4.53e-05
55-59,1996,Female Non-Maori,3.97,0,8.45,3,75660,3.97e-05
60-64,1996,Female Non-Maori,10.94,2.84,19.05,7,63970,0.000109426
65-69,1996,Female Non-Maori,13.83,4.79,22.86,9,65090,0.00013827
70-74,1996,Female Non-Maori,46.32,29.16,63.48,28,60450,0.000463193
75-79,1996,Female Non-Maori,58.03,36.54,79.53,28,48250,0.000580311
80+,1996,Female Non-Maori,64.43,44.46,84.4,40,62080,0.00064433
Total,1997,Female Non-Maori,4.77,3.93,5.61,138,1644130,8.39e-05
00-04,1997,Female Non-Maori,0,0,0,0,106410,0
05-09,1997,Female Non-Maori,0,0,0,0,113300,0
10-14,1997,Female Non-Maori,0,0,0,0,104370,0
15-19,1997,Female Non-Maori,0,0,0,0,105030,0
20-24,1997,Female Non-Maori,0,0,0,0,111520,0
25-29,1997,Female Non-Maori,0,0,0,0,124290,0
30-34,1997,Female Non-Maori,1.51,0,3.61,2,132250,1.51e-05
35-39,1997,Female Non-Maori,0,0,0,0,135490,0
40-44,1997,Female Non-Maori,2.46,0,5.24,3,122150,2.46e-05
45-49,1997,Female Non-Maori,1.76,0,4.2,2,113570,1.76e-05
50-54,1997,Female Non-Maori,2.14,0,5.1,2,93550,2.14e-05
55-59,1997,Female Non-Maori,5.05,0.1,10,4,79200,5.05e-05
60-64,1997,Female Non-Maori,12.36,3.79,20.92,8,64730,0.00012359
65-69,1997,Female Non-Maori,27.91,15.02,40.81,18,64490,0.000279113
70-74,1997,Female Non-Maori,26.6,13.57,39.63,16,60150,0.000266002
75-79,1997,Female Non-Maori,52.51,32.33,72.7,26,49510,0.000525146
80+,1997,Female Non-Maori,88.91,65.83,111.99,57,64110,0.000889097
Total,1998,Female Non-Maori,5.21,4.29,6.13,139,1657730,8.38e-05
00-04,1998,Female Non-Maori,0,0,0,0,105160,0
05-09,1998,Female Non-Maori,0,0,0,0,114020,0
10-14,1998,Female Non-Maori,0,0,0,0,106300,0
15-19,1998,Female Non-Maori,0,0,0,0,105850,0
20-24,1998,Female Non-Maori,0,0,0,0,107420,0
25-29,1998,Female Non-Maori,0.82,0,2.41,1,122590,8.16e-06
30-34,1998,Female Non-Maori,2.29,0,4.89,3,130880,2.29e-05
35-39,1998,Female Non-Maori,0.72,0,2.14,1,138370,7.23e-06
40-44,1998,Female Non-Maori,0.8,0,2.37,1,124890,8.01e-06
45-49,1998,Female Non-Maori,3.51,0.07,6.95,4,113980,3.51e-05
50-54,1998,Female Non-Maori,8.99,3.12,14.86,9,100160,8.99e-05
55-59,1998,Female Non-Maori,11.07,3.84,18.31,9,81280,0.000110728
60-64,1998,Female Non-Maori,15.14,5.76,24.52,10,66050,0.0001514
65-69,1998,Female Non-Maori,23.48,11.6,35.36,15,63890,0.000234779
70-74,1998,Female Non-Maori,31.55,17.36,45.74,19,60220,0.00031551
75-79,1998,Female Non-Maori,43.3,25.21,61.39,22,50810,0.000432986
80+,1998,Female Non-Maori,68.34,48.37,88.3,45,65850,0.000683371
Total,1999,Female Non-Maori,4.06,3.28,4.84,115,1665860,6.9e-05
00-04,1999,Female Non-Maori,0,0,0,0,103140,0
05-09,1999,Female Non-Maori,0,0,0,0,113300,0
10-14,1999,Female Non-Maori,0,0,0,0,108160,0
15-19,1999,Female Non-Maori,0,0,0,0,106270,0
20-24,1999,Female Non-Maori,0,0,0,0,104520,0
25-29,1999,Female Non-Maori,0.84,0,2.49,1,119070,8.4e-06
30-34,1999,Female Non-Maori,0,0,0,0,129810,0
35-39,1999,Female Non-Maori,0.72,0,2.13,1,139090,7.19e-06
40-44,1999,Female Non-Maori,3.14,0.06,6.21,4,127540,3.14e-05
45-49,1999,Female Non-Maori,3.48,0.07,6.88,4,115090,3.48e-05
50-54,1999,Female Non-Maori,5.7,1.14,10.26,6,105240,5.7e-05
55-59,1999,Female Non-Maori,3.6,0,7.67,3,83400,3.6e-05
60-64,1999,Female Non-Maori,4.39,0,9.36,3,68310,4.39e-05
65-69,1999,Female Non-Maori,17.39,7.11,27.67,11,63240,0.000173941
70-74,1999,Female Non-Maori,39.87,23.92,55.83,24,60190,0.000398737
75-79,1999,Female Non-Maori,51.59,32.13,71.04,27,52340,0.000515858
80+,1999,Female Non-Maori,46.13,29.89,62.37,31,67200,0.00046131
Total,2000,Female Non-Maori,4.42,3.59,5.25,121,1674130,7.23e-05
00-04,2000,Female Non-Maori,0,0,0,0,101900,0
05-09,2000,Female Non-Maori,0,0,0,0,111230,0
10-14,2000,Female Non-Maori,0,0,0,0,110580,0
15-19,2000,Female Non-Maori,0,0,0,0,107220,0
20-24,2000,Female Non-Maori,0,0,0,0,102950,0
25-29,2000,Female Non-Maori,0,0,0,0,114890,0
30-34,2000,Female Non-Maori,2.32,0,4.95,3,129150,2.32e-05
35-39,2000,Female Non-Maori,2.17,0,4.62,3,138340,2.17e-05
40-44,2000,Female Non-Maori,0.77,0,2.28,1,130000,7.69e-06
45-49,2000,Female Non-Maori,3.44,0.07,6.8,4,116430,3.44e-05
50-54,2000,Female Non-Maori,8.24,2.86,13.62,9,109250,8.24e-05
55-59,2000,Female Non-Maori,4.67,0.09,9.26,4,85570,4.67e-05
60-64,2000,Female Non-Maori,15.39,6.3,24.49,11,71470,0.000153911
65-69,2000,Female Non-Maori,17.58,7.19,27.97,11,62570,0.000175803
70-74,2000,Female Non-Maori,33.32,18.72,47.93,20,60020,0.000333222
75-79,2000,Female Non-Maori,37.86,21.27,54.46,20,52820,0.000378644
80+,2000,Female Non-Maori,50.18,33.55,66.8,35,69750,0.000501792
Total,2001,Female Non-Maori,4.61,3.78,5.45,130,1683500,7.72e-05
00-04,2001,Female Non-Maori,0,0,0,0,100930,0
05-09,2001,Female Non-Maori,0,0,0,0,108120,0
10-14,2001,Female Non-Maori,0,0,0,0,113150,0
15-19,2001,Female Non-Maori,0,0,0,0,108610,0
20-24,2001,Female Non-Maori,0,0,0,0,103670,0
25-29,2001,Female Non-Maori,0,0,0,0,109490,0
30-34,2001,Female Non-Maori,1.55,0,3.7,2,128950,1.55e-05
35-39,2001,Female Non-Maori,1.47,0,3.5,2,136280,1.47e-05
40-44,2001,Female Non-Maori,3.01,0.06,5.96,4,132910,3.01e-05
45-49,2001,Female Non-Maori,5.07,1.01,9.12,6,118370,5.07e-05
50-54,2001,Female Non-Maori,6.26,1.62,10.89,7,111860,6.26e-05
55-59,2001,Female Non-Maori,6.84,1.37,12.31,6,87750,6.84e-05
60-64,2001,Female Non-Maori,2.66,0,6.34,2,75300,2.66e-05
65-69,2001,Female Non-Maori,35.19,20.48,49.89,22,62520,0.000351887
70-74,2001,Female Non-Maori,28.21,14.8,41.61,17,60270,0.000282064
75-79,2001,Female Non-Maori,34.05,18.32,49.77,18,52870,0.000340458
80+,2001,Female Non-Maori,62.09,43.95,80.24,45,72470,0.000620947
Total,2002,Female Non-Maori,4.4,3.58,5.22,122,1711720,7.1e-05
00-04,2002,Female Non-Maori,0,0,0,0,101200,0
05-09,2002,Female Non-Maori,0,0,0,0,107840,0
10-14,2002,Female Non-Maori,0,0,0,0,115770,0
15-19,2002,Female Non-Maori,0,0,0,0,111240,0
20-24,2002,Female Non-Maori,0.46,0,1.74,0,108420,4.61e-06
25-29,2002,Female Non-Maori,0,0,0,0,107340,0
30-34,2002,Female Non-Maori,0.77,0,2.27,1,130350,7.67e-06
35-39,2002,Female Non-Maori,1.47,0,3.51,2,136140,1.47e-05
40-44,2002,Female Non-Maori,0.36,0,1.37,0,137220,3.64e-06
45-49,2002,Female Non-Maori,0.41,0,1.55,0,121550,4.11e-06
50-54,2002,Female Non-Maori,9.36,3.7,15.03,10,112140,9.36e-05
55-59,2002,Female Non-Maori,6.46,1.29,11.62,6,92930,6.46e-05
60-64,2002,Female Non-Maori,12.06,4.39,19.72,10,78800,0.000120558
65-69,2002,Female Non-Maori,29.96,16.49,43.44,19,63410,0.000299637
70-74,2002,Female Non-Maori,29.15,15.49,42.8,18,60040,0.000291472
75-79,2002,Female Non-Maori,50.25,31.12,69.38,26,52740,0.000502465
80+,2002,Female Non-Maori,39.54,25.27,53.81,30,74600,0.000395442
Total,2003,Female Non-Maori,3.72,2.99,4.44,114,1745840,6.53e-05
00-04,2003,Female Non-Maori,0,0,0,0,101820,0
05-09,2003,Female Non-Maori,0,0,0,0,108170,0
10-14,2003,Female Non-Maori,0,0,0,0,117680,0
15-19,2003,Female Non-Maori,0,0,0,0,114100,0
20-24,2003,Female Non-Maori,0,0,0,0,114150,0
25-29,2003,Female Non-Maori,0,0,0,0,107320,0
30-34,2003,Female Non-Maori,0.76,0,2.24,1,132030,7.57e-06
35-39,2003,Female Non-Maori,0.73,0,2.17,1,136550,7.32e-06
40-44,2003,Female Non-Maori,4.94,1.28,8.6,7,141690,4.94e-05
45-49,2003,Female Non-Maori,4.78,0.96,8.61,6,125450,4.78e-05
50-54,2003,Female Non-Maori,2.66,0,5.66,3,112920,2.66e-05
55-59,2003,Female Non-Maori,6.03,1.2,10.85,6,99520,6.03e-05
60-64,2003,Female Non-Maori,8.68,2.25,15.11,7,80660,8.68e-05
65-69,2003,Female Non-Maori,10.82,2.8,18.83,7,64710,0.000108175
70-74,2003,Female Non-Maori,23.43,11.16,35.7,14,59750,0.00023431
75-79,2003,Female Non-Maori,35.84,19.72,51.95,19,53020,0.000358355
80+,2003,Female Non-Maori,56.34,39.5,73.18,43,76320,0.000563417
Total,2004,Female Non-Maori,4.05,3.31,4.8,128,1773810,7.24e-05
00-04,2004,Female Non-Maori,0,0,0,0,103170,0
05-09,2004,Female Non-Maori,0,0,0,0,107780,0
10-14,2004,Female Non-Maori,0,0,0,0,118470,0
15-19,2004,Female Non-Maori,0,0,0,0,115970,0
20-24,2004,Female Non-Maori,0.43,0,1.61,0,117120,4.27e-06
25-29,2004,Female Non-Maori,0,0,0,0,108350,0
30-34,2004,Female Non-Maori,0.76,0,2.25,1,131700,7.59e-06
35-39,2004,Female Non-Maori,0,0,0,0,137550,0
40-44,2004,Female Non-Maori,2.08,0,4.43,3,144510,2.08e-05
45-49,2004,Female Non-Maori,4.25,0.7,7.8,6,129510,4.25e-05
50-54,2004,Female Non-Maori,6.98,2.14,11.81,8,114650,6.98e-05
55-59,2004,Female Non-Maori,5.73,1.15,10.32,6,104690,5.73e-05
60-64,2004,Female Non-Maori,15.09,6.73,23.46,12,82820,0.00015093
65-69,2004,Female Non-Maori,14.2,5.17,23.24,10,66880,0.000142045
70-74,2004,Female Non-Maori,15.16,5.26,25.07,9,59360,0.000151617
75-79,2004,Female Non-Maori,31.02,16.05,45.99,16,53190,0.000310209
80+,2004,Female Non-Maori,74.24,55.14,93.35,58,78120,0.000742448
Total,2005,Female Non-Maori,3.39,2.71,4.07,107,1795360,5.96e-05
00-04,2005,Female Non-Maori,0,0,0,0,103410,0
05-09,2005,Female Non-Maori,0,0,0,0,107670,0
10-14,2005,Female Non-Maori,0,0,0,0,117740,0
15-19,2005,Female Non-Maori,0,0,0,0,118270,0
20-24,2005,Female Non-Maori,0,0,0,0,118240,0
25-29,2005,Female Non-Maori,0,0,0,0,109330,0
30-34,2005,Female Non-Maori,0.77,0,2.28,1,129900,7.7e-06
35-39,2005,Female Non-Maori,1.44,0,3.44,2,138690,1.44e-05
40-44,2005,Female Non-Maori,2.06,0,4.4,3,145470,2.06e-05
45-49,2005,Female Non-Maori,2.25,0,4.8,3,133210,2.25e-05
50-54,2005,Female Non-Maori,4.28,0.53,8.03,5,116870,4.28e-05
55-59,2005,Female Non-Maori,9.18,3.49,14.87,10,108930,9.18e-05
60-64,2005,Female Non-Maori,9.39,2.88,15.9,8,85160,9.39e-05
65-69,2005,Female Non-Maori,5.71,0.11,11.3,4,70080,5.71e-05
70-74,2005,Female Non-Maori,22.06,10.07,34.05,13,58940,0.000220563
75-79,2005,Female Non-Maori,37.52,21.07,53.96,20,53310,0.000375164
80+,2005,Female Non-Maori,47.42,32.34,62.5,38,80130,0.000474229
Total,2006,Female Non-Maori,3.43,2.74,4.12,104,1817840,5.72e-05
00-04,2006,Female Non-Maori,0,0,0,0,104120,0
05-09,2006,Female Non-Maori,0,0,0,0,107810,0
10-14,2006,Female Non-Maori,0,0,0,0,116510,0
15-19,2006,Female Non-Maori,0,0,0,0,121020,0
20-24,2006,Female Non-Maori,0,0,0,0,119390,0
25-29,2006,Female Non-Maori,0,0,0,0,111030,0
30-34,2006,Female Non-Maori,1.58,0,3.77,2,126690,1.58e-05
35-39,2006,Female Non-Maori,0.71,0,2.1,1,140790,7.1e-06
40-44,2006,Female Non-Maori,1.38,0,3.29,2,145210,1.38e-05
45-49,2006,Female Non-Maori,2.18,0,4.65,3,137380,2.18e-05
50-54,2006,Female Non-Maori,5.01,1,9.02,6,119800,5.01e-05
55-59,2006,Female Non-Maori,9.84,4.02,15.65,11,111840,9.84e-05
60-64,2006,Female Non-Maori,7.98,2.07,13.9,7,87670,7.98e-05
65-69,2006,Female Non-Maori,12.15,4.21,20.09,9,74060,0.000121523
70-74,2006,Female Non-Maori,27.13,13.84,40.43,16,58970,0.000271324
75-79,2006,Female Non-Maori,35.41,19.49,51.34,19,53650,0.000354147
80+,2006,Female Non-Maori,34.19,21.53,46.86,28,81890,0.000341922
Total,2007,Female Non-Maori,3.4,2.7,4.1,101,1834530,5.51e-05
00-04,2007,Female Non-Maori,0,0,0,0,105370,0
05-09,2007,Female Non-Maori,0,0,0,0,107860,0
10-14,2007,Female Non-Maori,0,0,0,0,115190,0
15-19,2007,Female Non-Maori,0,0,0,0,122530,0
20-24,2007,Female Non-Maori,0.84,0,2.5,1,118540,8.44e-06
25-29,2007,Female Non-Maori,0,0,0,0,113090,0
30-34,2007,Female Non-Maori,0,0,0,0,123160,0
35-39,2007,Female Non-Maori,0.7,0,2.08,1,142080,7.04e-06
40-44,2007,Female Non-Maori,4.86,1.26,8.46,7,143970,4.86e-05
45-49,2007,Female Non-Maori,3.54,0.44,6.65,5,141050,3.54e-05
50-54,2007,Female Non-Maori,6.51,2,11.03,8,122810,6.51e-05
55-59,2007,Female Non-Maori,5.36,1.07,9.65,6,111980,5.36e-05
60-64,2007,Female Non-Maori,12.95,5.62,20.27,12,92680,0.000129478
65-69,2007,Female Non-Maori,11.63,4.03,19.23,9,77390,0.000116294
70-74,2007,Female Non-Maori,25.07,12.38,37.75,15,59840,0.000250668
75-79,2007,Female Non-Maori,16.82,5.83,27.81,9,53500,0.000168224
80+,2007,Female Non-Maori,33.54,21.12,45.97,28,83470,0.00033545
Total,2008,Female Non-Maori,3.06,2.43,3.69,100,1847830,5.41e-05
00-04,2008,Female Non-Maori,0,0,0,0,107410,0
05-09,2008,Female Non-Maori,0,0,0,0,107410,0
