ageband,year,pop,rate,ratelow,rateupp,deaths,people,percent
00-04,2013,Female Maori,197.85,154.76,240.94,81,40940,0.001978505
05-09,2013,Female Maori,15.98,3.19,28.76,6,37550,0.000159787
10-14,2013,Female Maori,11.49,0.23,22.75,4,34810,0.00011491
15-19,2013,Female Maori,50.42,26.45,74.38,17,33720,0.000504152
20-24,2013,Female Maori,42.71,19.49,65.92,13,30440,0.00042707
25-29,2013,Female Maori,53.87,24.59,83.16,13,24130,0.000538748
30-34,2013,Female Maori,73.94,37.71,110.17,16,21640,0.000739372
35-39,2013,Female Maori,133.64,85,182.28,29,21700,0.001336406
40-44,2013,Female Maori,169.42,116.25,222.59,39,23020,0.001694179
45-49,2013,Female Maori,335.09,256.59,413.59,70,20890,0.003350886
50-54,2013,Female Maori,565.57,461.29,669.85,113,19980,0.005655656
55-59,2013,Female Maori,801.58,659.34,943.82,122,15220,0.008015769
60-64,2013,Female Maori,1276.22,1069.21,1483.24,146,11440,0.012762238
65-69,2013,Female Maori,2078.58,1760.45,2396.71,164,7890,0.020785805
70-74,2013,Female Maori,3154.98,2682.1,3627.87,171,5420,0.031549815
75-79,2013,Female Maori,4447.67,3742.91,5152.44,153,3440,0.044476744
80+,2013,Female Maori,10127.39,9014.27,11240.5,318,3140,0.101273885
Total,1996,Non-Maori,542.09,535.22,548.96,25870,3204820,0.008072216
00-04,1996,Non-Maori,275.15,253.33,296.97,611,222060,0.002751509
05-09,1996,Non-Maori,18.47,12.89,24.06,42,227350,0.000184737
10-14,1996,Non-Maori,19.25,13.36,25.14,41,213010,0.000192479
15-19,1996,Non-Maori,84.68,72.38,96.98,182,214930,0.000846787
20-24,1996,Non-Maori,86.99,74.99,98.99,202,232210,0.000869902
25-29,1996,Non-Maori,83.37,71.87,94.87,202,242290,0.000833712
30-34,1996,Non-Maori,88.22,76.82,99.62,230,260720,0.000882172
35-39,1996,Non-Maori,93.59,81.83,105.36,243,259630,0.000935947
40-44,1996,Non-Maori,119.46,105.52,133.4,282,236060,0.001194612
45-49,1996,Non-Maori,239.21,219.07,259.35,542,226580,0.002392091
50-54,1996,Non-Maori,370.39,342.07,398.71,657,177380,0.003703913
55-59,1996,Non-Maori,619.36,579.61,659.1,933,150640,0.006193574
60-64,1996,Non-Maori,1102.39,1044.72,1160.05,1404,127360,0.011023869
65-69,1996,Non-Maori,1785.02,1711.83,1858.21,2285,128010,0.017850168
70-74,1996,Non-Maori,2930.77,2830.23,3031.32,3264,111370,0.029307713
75-79,1996,Non-Maori,4752.27,4602.64,4901.9,3875,81540,0.047522688
80+,1996,Non-Maori,11614.87,11396.57,11833.17,10875,93630,0.11614867
Total,1997,Non-Maori,517.08,510.43,523.72,25238,3242070,0.007784533
00-04,1997,Non-Maori,247.67,226.84,268.51,543,219240,0.002476738
05-09,1997,Non-Maori,14.57,9.67,19.47,34,233360,0.000145698
10-14,1997,Non-Maori,18.55,12.8,24.3,40,215620,0.000185512
15-19,1997,Non-Maori,77.02,65.31,88.74,166,215520,0.00077023
20-24,1997,Non-Maori,84.44,72.44,96.45,190,225000,0.000844444
25-29,1997,Non-Maori,92.24,80.19,104.3,225,243920,0.000922434
30-34,1997,Non-Maori,88.77,77.3,100.25,230,259090,0.000887722
35-39,1997,Non-Maori,94.02,82.39,105.65,251,266970,0.000940181
40-44,1997,Non-Maori,143.81,128.7,158.92,348,241990,0.001438076
45-49,1997,Non-Maori,216.64,197.51,235.76,493,227570,0.002166366
50-54,1997,Non-Maori,373.17,345.54,400.8,701,187850,0.003731701
55-59,1997,Non-Maori,606.23,567.82,644.64,957,157860,0.006062334
60-64,1997,Non-Maori,982.21,927.96,1036.47,1259,128180,0.009822125
65-69,1997,Non-Maori,1739.58,1667,1812.15,2207,126870,0.017395759
70-74,1997,Non-Maori,2764.99,2667.64,2862.34,3099,112080,0.027649893
75-79,1997,Non-Maori,4344.21,4203.47,4484.96,3660,84250,0.043442136
80+,1997,Non-Maori,11211.71,11000.6,11422.83,10835,96640,0.112117136
Total,1998,Non-Maori,493.87,487.41,500.32,24552,3263820,0.007522474
00-04,1998,Non-Maori,241.2,220.51,261.89,522,216420,0.002411977
05-09,1998,Non-Maori,16.2,11.05,21.35,38,234570,0.000161999
10-14,1998,Non-Maori,20.97,14.91,27.03,46,219390,0.000209672
15-19,1998,Non-Maori,68.75,57.71,79.78,149,216740,0.00068746
20-24,1998,Non-Maori,81.72,69.68,93.76,177,216590,0.000817212
25-29,1998,Non-Maori,77.91,66.74,89.08,187,240020,0.000779102
30-34,1998,Non-Maori,82.26,71.13,93.38,210,255300,0.000822562
35-39,1998,Non-Maori,104.19,92.05,116.33,283,271620,0.001041897
40-44,1998,Non-Maori,154.62,139.12,170.13,382,247050,0.001546246
45-49,1998,Non-Maori,192.7,174.68,210.73,439,227810,0.001927044
50-54,1998,Non-Maori,325.68,300.72,350.64,654,200810,0.00325681
55-59,1998,Non-Maori,584.67,547.41,621.93,946,161800,0.005846724
60-64,1998,Non-Maori,991.66,937.67,1045.65,1296,130690,0.009916597
65-69,1998,Non-Maori,1628.91,1558.26,1699.56,2042,125360,0.016289087
70-74,1998,Non-Maori,2623.21,2528.87,2717.55,2970,113220,0.026232114
75-79,1998,Non-Maori,4325.81,4187.83,4463.79,3776,87290,0.043258105
80+,1998,Non-Maori,10526.58,10324.61,10728.56,10435,99130,0.105265813
Total,1999,Non-Maori,506.92,500.45,513.4,25873,3274420,0.007901552
00-04,1999,Non-Maori,258.78,237.13,280.43,549,212150,0.002587792
05-09,1999,Non-Maori,12.87,8.26,17.47,30,233180,0.000128656
10-14,1999,Non-Maori,18.39,12.76,24.02,41,222920,0.000183922
15-19,1999,Non-Maori,69.87,58.76,80.98,152,217540,0.000698722
20-24,1999,Non-Maori,77.06,65.19,88.92,162,210230,0.000770585
25-29,1999,Non-Maori,79.21,67.76,90.65,184,232300,0.000792079
30-34,1999,Non-Maori,75.11,64.4,85.82,189,251640,0.000751073
35-39,1999,Non-Maori,95.48,83.88,107.09,260,272300,0.000954829
40-44,1999,Non-Maori,130.76,116.63,144.89,329,251610,0.001307579
45-49,1999,Non-Maori,203.04,184.58,221.49,465,229020,0.00203039
50-54,1999,Non-Maori,331.7,307.11,356.29,699,210730,0.003317041
55-59,1999,Non-Maori,595.77,558.67,632.86,991,166340,0.005957677
60-64,1999,Non-Maori,970.3,917.7,1022.91,1307,134700,0.009703044
65-69,1999,Non-Maori,1599.36,1528.98,1669.73,1984,124050,0.015993551
70-74,1999,Non-Maori,2678.6,2583.57,2773.64,3052,113940,0.026786028
75-79,1999,Non-Maori,4454.51,4317.04,4591.97,4034,90560,0.044545053
80+,1999,Non-Maori,11303.7,11096.61,11510.8,11445,101250,0.113037037
Total,2000,Non-Maori,472.38,466.16,478.61,24546,3286180,0.007469463
00-04,2000,Non-Maori,277.07,254.52,299.62,580,209330,0.002770745
05-09,2000,Non-Maori,14.39,9.48,19.3,33,229280,0.000143929
10-14,2000,Non-Maori,22,15.9,28.09,50,227310,0.000219964
15-19,2000,Non-Maori,58.35,48.24,68.45,128,219380,0.000583462
20-24,2000,Non-Maori,68.53,57.26,79.8,142,207220,0.000685262
25-29,2000,Non-Maori,84.95,72.87,97.03,190,223670,0.000849466
30-34,2000,Non-Maori,82.64,71.36,93.93,206,249260,0.000826446
35-39,2000,Non-Maori,88.58,77.35,99.81,239,269810,0.000885809
40-44,2000,Non-Maori,134.4,120.2,148.6,344,255950,0.001344013
45-49,2000,Non-Maori,201.48,183.17,219.8,465,230790,0.002014819
50-54,2000,Non-Maori,312.8,289.34,336.26,683,218350,0.003128005
55-59,2000,Non-Maori,529.28,494.74,563.82,902,170420,0.005292806
60-64,2000,Non-Maori,853,804.74,901.26,1200,140680,0.008529997
65-69,2000,Non-Maori,1478.49,1410.47,1546.51,1815,122760,0.014784946
70-74,2000,Non-Maori,2493,2401.49,2584.52,2851,114360,0.024930045
75-79,2000,Non-Maori,4152.4,4020.9,4283.89,3831,92260,0.041523954
80+,2000,Non-Maori,10334.12,10140,10528.25,10887,105350,0.103341243
Total,2001,Non-Maori,477.26,471.1,483.43,25725,3300930,0.007793258
00-04,2001,Non-Maori,238.46,217.41,259.51,493,206740,0.002384638
05-09,2001,Non-Maori,12.98,8.26,17.71,29,223360,0.000129835
10-14,2001,Non-Maori,22.4,16.31,28.48,52,232190,0.000223955
15-19,2001,Non-Maori,65.19,54.58,75.8,145,222440,0.000651861
20-24,2001,Non-Maori,83.37,70.98,95.76,174,208710,0.000833693
25-29,2001,Non-Maori,64.72,53.92,75.52,138,213220,0.000647219
30-34,2001,Non-Maori,79.89,68.76,91.01,198,247850,0.00079887
35-39,2001,Non-Maori,87.89,76.61,99.18,233,265100,0.000878914
40-44,2001,Non-Maori,130.81,116.92,144.69,341,260690,0.001308067
45-49,2001,Non-Maori,185.96,168.49,203.44,435,233920,0.00185961
50-54,2001,Non-Maori,315.62,292.31,338.94,704,223050,0.003156243
55-59,2001,Non-Maori,487.18,454.44,519.91,851,174680,0.004871766
60-64,2001,Non-Maori,877.3,829.65,924.95,1302,148410,0.008772994
65-69,2001,Non-Maori,1496.73,1428.13,1565.32,1829,122200,0.014967267
70-74,2001,Non-Maori,2537.56,2445.55,2629.57,2922,115150,0.025375597
75-79,2001,Non-Maori,4082.44,3952.86,4212.02,3813,93400,0.040824411
80+,2001,Non-Maori,10985.07,10789.06,11181.08,12066,109840,0.109850692
Total,2002,Non-Maori,470.9,464.83,476.97,25973,3356240,0.00773872
00-04,2002,Non-Maori,278.52,255.77,301.26,576,206810,0.002785165
05-09,2002,Non-Maori,16.67,11.3,22.04,37,221990,0.000166674
10-14,2002,Non-Maori,13.88,9.15,18.62,33,237680,0.000138842
15-19,2002,Non-Maori,50.44,41.22,59.65,115,228010,0.000504364
20-24,2002,Non-Maori,68.54,57.57,79.51,150,218860,0.00068537
25-29,2002,Non-Maori,75.31,63.56,87.05,158,209810,0.000753062
30-34,2002,Non-Maori,71.91,61.4,82.41,180,250330,0.000719051
35-39,2002,Non-Maori,97.35,85.45,109.25,257,264000,0.000973485
40-44,2002,Non-Maori,118.48,105.45,131.5,318,268410,0.001184755
45-49,2002,Non-Maori,187.06,169.76,204.36,449,240030,0.0018706
50-54,2002,Non-Maori,297.21,274.6,319.82,664,223410,0.002972114
55-59,2002,Non-Maori,526.63,493.56,559.7,974,184950,0.005266288
60-64,2002,Non-Maori,835.85,790.4,881.31,1299,155410,0.008358535
65-69,2002,Non-Maori,1398.17,1332.25,1464.1,1728,123590,0.013981714
70-74,2002,Non-Maori,2430.6,2340.45,2520.74,2793,114910,0.024305979
75-79,2002,Non-Maori,4135.52,4005.83,4265.22,3906,94450,0.041355214
80+,2002,Non-Maori,10856.29,10664.71,11047.87,12336,113630,0.10856288
Total,2003,Non-Maori,452.08,446.2,457.96,25584,3424690,0.007470457
00-04,2003,Non-Maori,250.42,228.92,271.92,521,208050,0.002504206
05-09,2003,Non-Maori,12.14,7.56,16.72,27,222390,0.000121408
10-14,2003,Non-Maori,13.66,9,18.31,33,241660,0.000136555
15-19,2003,Non-Maori,62.55,52.4,72.69,146,233430,0.000625455
20-24,2003,Non-Maori,59.13,49.22,69.03,137,231710,0.000591256
25-29,2003,Non-Maori,61.72,51.11,72.33,130,210620,0.000617225
30-34,2003,Non-Maori,72.28,61.81,82.75,183,253190,0.000722777
35-39,2003,Non-Maori,98.78,86.79,110.76,261,264230,0.000987776
40-44,2003,Non-Maori,125.82,112.6,139.04,348,276580,0.001258225
45-49,2003,Non-Maori,191.42,174.19,208.66,474,247620,0.001914223
50-54,2003,Non-Maori,313.98,290.8,337.15,705,224540,0.003139752
55-59,2003,Non-Maori,475.9,445.51,506.29,942,197940,0.004759018
60-64,2003,Non-Maori,802.21,758.2,846.23,1276,159060,0.00802213
65-69,2003,Non-Maori,1339.77,1275.93,1403.61,1692,126290,0.013397735
70-74,2003,Non-Maori,2305.87,2217.81,2393.94,2634,114230,0.023058741
75-79,2003,Non-Maori,3825.49,3701.79,3949.19,3674,96040,0.038254894
80+,2003,Non-Maori,10589.19,10402.81,10775.57,12401,117110,0.105891897
Total,2004,Non-Maori,452.42,446.59,458.24,26249,3478120,0.007546893
00-04,2004,Non-Maori,288.67,265.73,311.62,608,210620,0.002886715
05-09,2004,Non-Maori,13.55,8.7,18.4,30,221410,0.000135495
10-14,2004,Non-Maori,12.74,8.26,17.23,31,243240,0.000127446
15-19,2004,Non-Maori,57.38,47.74,67.03,136,237000,0.00057384
20-24,2004,Non-Maori,60.97,51.05,70.9,145,237810,0.00060973
25-29,2004,Non-Maori,58.32,48.05,68.59,124,212620,0.0005832
30-34,2004,Non-Maori,63.77,53.92,73.62,161,252480,0.000637674
35-39,2004,Non-Maori,96.92,85.07,108.77,257,265160,0.000969226
40-44,2004,Non-Maori,107.97,95.83,120.11,304,281560,0.001079699
45-49,2004,Non-Maori,190.37,173.45,207.3,486,255290,0.001903717
50-54,2004,Non-Maori,296.03,273.67,318.4,673,227340,0.002960324
55-59,2004,Non-Maori,460.9,431.73,490.07,959,208070,0.004609026
60-64,2004,Non-Maori,798.07,754.8,841.34,1307,163770,0.007980705
65-69,2004,Non-Maori,1310.96,1248.77,1373.15,1707,130210,0.013109592
70-74,2004,Non-Maori,2244.32,2157.21,2331.43,2550,113620,0.022443232
75-79,2004,Non-Maori,3850.91,3727.49,3974.33,3740,97120,0.038509061
80+,2004,Non-Maori,10790.82,10605.55,10976.1,13031,120760,0.107908248
Total,2005,Non-Maori,418.79,413.23,424.34,24855,3518460,0.00706417
00-04,2005,Non-Maori,245.58,224.45,266.7,519,211340,0.002455758
05-09,2005,Non-Maori,11.78,7.25,16.31,26,220700,0.000117807
10-14,2005,Non-Maori,15.3,10.37,20.22,37,241890,0.000152962
15-19,2005,Non-Maori,58.41,48.77,68.05,141,241400,0.000584093
20-24,2005,Non-Maori,60.52,50.67,70.36,145,239610,0.00060515
25-29,2005,Non-Maori,59.67,49.34,70.01,128,214500,0.000596737
30-34,2005,Non-Maori,60.28,50.63,69.93,150,248830,0.000602821
35-39,2005,Non-Maori,86.24,75.1,97.39,230,266690,0.000862425
40-44,2005,Non-Maori,123.37,110.43,136.31,349,282890,0.001233695
45-49,2005,Non-Maori,192.48,175.69,209.26,505,262370,0.001924763
50-54,2005,Non-Maori,279.78,258.22,301.34,647,231250,0.002797838
55-59,2005,Non-Maori,473.13,444.14,502.12,1023,216220,0.004731292
60-64,2005,Non-Maori,720.65,680.1,761.21,1213,168320,0.007206511
65-69,2005,Non-Maori,1205.9,1147.6,1264.19,1644,136330,0.012058975
70-74,2005,Non-Maori,2017.16,1934.37,2099.94,2281,113080,0.02017156
75-79,2005,Non-Maori,3501.53,3384.43,3618.63,3435,98100,0.035015291
80+,2005,Non-Maori,9913.53,9738.91,10088.15,12382,124900,0.099135308
Total,2006,Non-Maori,426.4,420.86,431.94,26078,3560560,0.007324129
00-04,2006,Non-Maori,274.26,252.01,296.5,584,212940,0.002742557
05-09,2006,Non-Maori,6.8,3.36,10.24,15,220590,6.8e-05
10-14,2006,Non-Maori,11.28,7.02,15.53,27,239400,0.000112782
15-19,2006,Non-Maori,50.95,42.06,59.85,126,247280,0.000509544
20-24,2006,Non-Maori,59.76,50,69.52,144,240960,0.00059761
25-29,2006,Non-Maori,56.53,46.54,66.52,123,217600,0.000565257
30-34,2006,Non-Maori,59.72,50,69.44,145,242790,0.000597224
35-39,2006,Non-Maori,81.11,70.37,91.85,219,270000,0.000811111
40-44,2006,Non-Maori,116.32,103.73,128.9,328,281990,0.001163162
45-49,2006,Non-Maori,186.48,170.19,202.78,503,269730,0.001864828
50-54,2006,Non-Maori,282.96,261.54,304.39,670,236780,0.002829631
55-59,2006,Non-Maori,449.34,421.43,477.24,996,221660,0.004493368
60-64,2006,Non-Maori,720.23,680.25,760.2,1247,173140,0.007202264
65-69,2006,Non-Maori,1198.53,1142.04,1255.03,1729,144260,0.011985304
70-74,2006,Non-Maori,2108.43,2023.79,2193.07,2384,113070,0.021084284
75-79,2006,Non-Maori,3604.63,3486.6,3722.66,3583,99400,0.036046278
80+,2006,Non-Maori,10276.79,10101.83,10451.74,13255,128980,0.102767871
Total,2007,Non-Maori,412.95,407.55,418.36,25810,3591810,0.007185792
00-04,2007,Non-Maori,264.81,243.11,286.52,572,216000,0.002648148
05-09,2007,Non-Maori,10.43,6.17,14.69,23,220540,0.000104289
10-14,2007,Non-Maori,16.51,11.33,21.69,39,236210,0.000165107
15-19,2007,Non-Maori,50.87,42.02,59.71,127,249670,0.000508671
20-24,2007,Non-Maori,67,56.62,77.39,160,238790,0.000670045
25-29,2007,Non-Maori,50.46,41.11,59.8,112,221970,0.000504573
30-34,2007,Non-Maori,61.8,51.77,71.82,146,236260,0.000617963
35-39,2007,Non-Maori,87.46,76.35,98.58,238,272110,0.000874646
40-44,2007,Non-Maori,121.54,108.6,134.48,339,278920,0.001215402
45-49,2007,Non-Maori,171.3,155.86,186.73,473,276130,0.001712961
50-54,2007,Non-Maori,269.88,249.2,290.56,654,242330,0.002698799
55-59,2007,Non-Maori,442.58,414.9,470.26,982,221880,0.004425816
60-64,2007,Non-Maori,672.9,635.31,710.49,1231,182940,0.006728982
65-69,2007,Non-Maori,1150.33,1096.23,1204.43,1737,151000,0.011503311
70-74,2007,Non-Maori,1997.73,1915.91,2079.55,2290,114630,0.019977318
75-79,2007,Non-Maori,3485.03,3369.06,3601.01,3469,99540,0.034850311
80+,2007,Non-Maori,9948.07,9778.47,10117.66,13218,132870,0.099480695
Total,2008,Non-Maori,417.65,412.27,423.04,26718,3617220,0.007386335
00-04,2008,Non-Maori,270.39,248.67,292.12,595,220050,0.002703931
05-09,2008,Non-Maori,11.37,6.91,15.83,25,219830,0.000113724
10-14,2008,Non-Maori,13.28,8.61,17.96,31,233380,0.000132831
15-19,2008,Non-Maori,56.82,47.48,66.17,142,249900,0.000568227
20-24,2008,Non-Maori,62.46,52.4,72.52,148,236960,0.000624578
25-29,2008,Non-Maori,59.19,49.17,69.21,134,226380,0.000591925
30-34,2008,Non-Maori,63.3,53.03,73.56,146,230660,0.000632966
35-39,2008,Non-Maori,90.88,79.52,102.23,246,270700,0.000908755
40-44,2008,Non-Maori,111.96,99.46,124.46,308,275100,0.001119593
45-49,2008,Non-Maori,167.27,152.16,182.38,471,281580,0.001672704
50-54,2008,Non-Maori,255.2,235.3,275.1,632,247650,0.002551989
55-59,2008,Non-Maori,450.31,422.42,478.21,1001,222290,0.004503127
60-64,2008,Non-Maori,694.86,657.89,731.84,1357,195290,0.00694864
65-69,2008,Non-Maori,1165.29,1111.42,1219.17,1797,154210,0.011652941
70-74,2008,Non-Maori,1986.54,1905.91,2067.17,2332,117390,0.019865406
75-79,2008,Non-Maori,3503.02,3386.55,3619.5,3475,99200,0.035030242
80+,2008,Non-Maori,10158.85,9989.83,10327.87,13878,136610,0.101588464
Total,2009,Non-Maori,403.6,398.35,408.85,26364,3649810,0.00722339
00-04,2009,Non-Maori,264.99,243.66,286.32,593,223780,0.002649924
05-09,2009,Non-Maori,10.9,6.54,15.26,24,220180,0.000109002
10-14,2009,Non-Maori,14.69,9.75,19.63,34,231460,0.000146894
15-19,2009,Non-Maori,45.18,36.85,53.51,113,250090,0.000451837
20-24,2009,Non-Maori,60.24,50.4,70.08,144,239030,0.000602435
25-29,2009,Non-Maori,51.21,41.97,60.45,118,230420,0.000512108
30-34,2009,Non-Maori,78.47,66.98,89.97,179,228100,0.000784744
35-39,2009,Non-Maori,82.05,71.18,92.92,219,266910,0.000820501
40-44,2009,Non-Maori,118.45,105.55,131.35,324,273530,0.001184514
45-49,2009,Non-Maori,171.59,156.37,186.81,488,284400,0.001715893
50-54,2009,Non-Maori,282.86,262.16,303.57,717,253480,0.002828626
55-59,2009,Non-Maori,397.08,371.02,423.14,892,224640,0.003970798
60-64,2009,Non-Maori,672.07,636.57,707.57,1377,204890,0.006720679
65-69,2009,Non-Maori,1123.57,1071.43,1175.71,1784,158780,0.011235672
70-74,2009,Non-Maori,1875.36,1798.25,1952.48,2272,121150,0.018753611
75-79,2009,Non-Maori,3301.98,3188.72,3415.25,3265,98880,0.033019822
80+,2009,Non-Maori,9864.39,9699.93,10028.85,13821,140110,0.098643923
Total,2010,Non-Maori,388.58,383.5,393.66,26104,3687130,0.007079761
00-04,2010,Non-Maori,247.87,227.44,268.29,566,228350,0.002478651
05-09,2010,Non-Maori,5.48,2.38,8.57,12,219170,5.48e-05
10-14,2010,Non-Maori,10.8,6.57,15.03,25,231510,0.000107987
15-19,2010,Non-Maori,43.59,35.41,51.78,109,250040,0.00043593
20-24,2010,Non-Maori,60.07,50.36,69.78,147,244710,0.000600711
25-29,2010,Non-Maori,48.47,39.53,57.41,113,233130,0.000484708
30-34,2010,Non-Maori,61.1,50.94,71.26,139,227500,0.000610989
35-39,2010,Non-Maori,83.04,71.99,94.09,217,261310,0.000830431
40-44,2010,Non-Maori,119.09,106.16,132.01,326,273750,0.001190868
45-49,2010,Non-Maori,179.41,163.84,194.98,510,284270,0.001794069
50-54,2010,Non-Maori,246.82,227.72,265.93,641,259700,0.002468233
55-59,2010,Non-Maori,410.09,383.82,436.37,936,228240,0.004100946
60-64,2010,Non-Maori,640.54,606.53,674.54,1363,212790,0.006405376
65-69,2010,Non-Maori,1096.68,1045.87,1147.48,1790,163220,0.010966793
70-74,2010,Non-Maori,1783.58,1710.09,1857.06,2263,126880,0.01783575
75-79,2010,Non-Maori,3105.58,2995.68,3215.47,3068,98790,0.031055775
80+,2010,Non-Maori,9652.27,9491.69,9812.86,13879,143790,0.096522707
Total,2011,Non-Maori,399.97,394.88,405.07,27621,3710930,0.007443148
00-04,2011,Non-Maori,233.44,213.74,253.15,539,230890,0.002334445
05-09,2011,Non-Maori,5.5,2.39,8.61,12,218110,5.5e-05
10-14,2011,Non-Maori,10.85,6.6,15.1,25,230410,0.000108502
15-19,2011,Non-Maori,47.65,39.05,56.24,118,247660,0.00047646
20-24,2011,Non-Maori,69.88,59.52,80.23,175,250440,0.00069877
25-29,2011,Non-Maori,60.15,50.19,70.12,140,232740,0.00060153
30-34,2011,Non-Maori,68.44,57.7,79.18,156,227940,0.000684391
35-39,2011,Non-Maori,77.78,66.89,88.67,196,251990,0.000777809
40-44,2011,Non-Maori,126.28,112.99,139.57,347,274790,0.001262782
45-49,2011,Non-Maori,161.9,147.03,176.78,455,281030,0.001619044
50-54,2011,Non-Maori,248.26,229.3,267.21,659,265450,0.002482577
55-59,2011,Non-Maori,429.26,402.65,455.86,1000,232960,0.004292582
60-64,2011,Non-Maori,646.05,612.33,679.77,1410,218250,0.006460481
65-69,2011,Non-Maori,1107.27,1056.95,1157.6,1860,167980,0.011072747
70-74,2011,Non-Maori,1789.39,1717.81,1860.96,2401,134180,0.017893874
75-79,2011,Non-Maori,3219.74,3107.9,3331.58,3184,98890,0.032197391
80+,2011,Non-Maori,10149.42,9986.69,10312.14,14944,147240,0.101494159
