ageband,year,pop,rate,ratelow,rateupp,deaths,people,percent
Total,1948,Total,19.3,17.24,21.37,352,1834700,0.000191857
00-04,1948,Total,0,0,0,0,209280,0
05-09,1948,Total,0,0,0,0,168100,0
10-14,1948,Total,0,0,0,0,134290,0
15-19,1948,Total,0,0,0,0,135670,0
20-24,1948,Total,0,0,0,0,140040,0
25-29,1948,Total,0.72,0,2.14,1,138290,7.23e-06
30-34,1948,Total,0.73,0,2.16,1,136850,7.31e-06
35-39,1948,Total,5.28,1.37,9.18,7,132670,5.28e-05
40-44,1948,Total,9.18,3.76,14.61,11,119800,9.18e-05
45-49,1948,Total,7.59,2.33,12.85,8,105400,7.59e-05
50-54,1948,Total,23.37,13.38,33.37,21,89850,0.000233723
55-59,1948,Total,37.3,24.17,50.42,31,83120,0.000372955
60-64,1948,Total,52.83,36.85,68.81,42,79500,0.000528302
65-69,1948,Total,70.57,50.81,90.34,49,69430,0.000705747
70-74,1948,Total,155.65,119.94,191.36,73,46900,0.001556503
75-79,1948,Total,236.25,178.37,294.13,64,27090,0.002362495
80+,1948,Total,240.96,169.76,312.16,44,18260,0.002409639
Total,1949,Total,19.8,17.77,21.84,380,1871700,0.000203024
00-04,1949,Total,0,0,0,0,222050,0
05-09,1949,Total,0,0,0,0,172170,0
10-14,1949,Total,0,0,0,0,138860,0
15-19,1949,Total,0,0,0,0,134080,0
20-24,1949,Total,0,0,0,0,141050,0
25-29,1949,Total,2.12,0,4.52,3,141560,2.12e-05
30-34,1949,Total,0.74,0,2.18,1,135540,7.38e-06
35-39,1949,Total,2.97,0.06,5.88,4,134710,2.97e-05
40-44,1949,Total,4.05,0.5,7.61,5,123370,4.05e-05
45-49,1949,Total,4.63,0.57,8.7,5,107880,4.63e-05
50-54,1949,Total,18.46,9.68,27.24,17,92090,0.000184602
55-59,1949,Total,29.17,17.5,40.84,24,82280,0.000291687
60-64,1949,Total,68.99,50.76,87.22,55,79720,0.000689915
65-69,1949,Total,103.33,79.46,127.2,72,69680,0.001033295
70-74,1949,Total,166.7,130.84,202.56,83,49790,0.001667001
75-79,1949,Total,242.93,184.76,301.1,67,27580,0.002429297
80+,1949,Total,227.27,160.12,294.43,44,19360,0.002272727
Total,1950,Total,23.52,21.32,25.72,457,1909100,0.00023938
00-04,1950,Total,0,0,0,0,232000,0
05-09,1950,Total,0,0,0,0,177030,0
10-14,1950,Total,0,0,0,0,146120,0
15-19,1950,Total,0,0,0,0,132610,0
20-24,1950,Total,0.71,0,2.1,1,140830,7.1e-06
25-29,1950,Total,0.7,0,2.06,1,143380,6.97e-06
30-34,1950,Total,0.74,0,2.18,1,135830,7.36e-06
35-39,1950,Total,1.46,0,3.49,2,136600,1.46e-05
40-44,1950,Total,3.16,0.06,6.26,4,126580,3.16e-05
45-49,1950,Total,13.69,6.76,20.62,15,109560,0.000136911
50-54,1950,Total,24.09,14.25,33.94,23,95470,0.000240913
55-59,1950,Total,57.05,40.74,73.36,47,82380,0.000570527
60-64,1950,Total,59.32,42.36,76.28,47,79230,0.00059321
65-69,1950,Total,123.62,97.49,149.74,86,69570,0.001236165
70-74,1950,Total,181.78,145.42,218.15,96,52810,0.001817838
75-79,1950,Total,262.24,202.89,321.59,75,28600,0.002622378
80+,1950,Total,289.07,215.31,362.84,59,20410,0.00289074
Total,1951,Total,24.79,22.57,27.01,496,1947600,0.000254672
00-04,1951,Total,0,0,0,0,236470,0
05-09,1951,Total,0,0,0,0,184250,0
10-14,1951,Total,0,0,0,0,155980,0
15-19,1951,Total,0,0,0,0,132430,0
20-24,1951,Total,0,0,0,0,139820,0
25-29,1951,Total,1.38,0,3.29,2,144980,1.38e-05
30-34,1951,Total,1.45,0,3.46,2,137840,1.45e-05
35-39,1951,Total,2.18,0,4.64,3,137900,2.18e-05
40-44,1951,Total,3.88,0.48,7.27,5,129020,3.88e-05
45-49,1951,Total,16.02,8.62,23.42,18,112360,0.000160199
50-54,1951,Total,27.58,17.18,37.99,27,97880,0.000275848
55-59,1951,Total,55.27,39.3,71.24,46,83230,0.000552685
60-64,1951,Total,70.14,51.6,88.67,55,78420,0.000701352
65-69,1951,Total,114.12,89.11,139.13,80,70100,0.001141227
70-74,1951,Total,206.79,168.5,245.09,112,54160,0.002067947
75-79,1951,Total,252.67,196.6,308.75,78,30870,0.002526725
80+,1951,Total,311.36,237.35,385.36,68,21840,0.003113553
Total,1952,Total,19.92,17.97,21.88,410,1996200,0.00020539
00-04,1952,Total,0,0,0,0,238800,0
05-09,1952,Total,0,0,0,0,196590,0
10-14,1952,Total,0,0,0,0,164780,0
15-19,1952,Total,0,0,0,0,134330,0
20-24,1952,Total,0,0,0,0,139950,0
25-29,1952,Total,0.67,0,2,1,148300,6.74e-06
30-34,1952,Total,0,0,0,0,141460,0
35-39,1952,Total,0.72,0,2.13,1,138780,7.21e-06
40-44,1952,Total,7.57,2.88,12.26,10,132100,7.57e-05
45-49,1952,Total,10.32,4.48,16.16,12,116260,0.000103217
50-54,1952,Total,24.91,15.15,34.68,25,100360,0.000249103
55-59,1952,Total,33.28,20.95,45.61,28,84130,0.000332818
60-64,1952,Total,58.9,41.88,75.92,46,78100,0.000588988
65-69,1952,Total,100.23,76.91,123.54,71,70840,0.001002259
70-74,1952,Total,129.42,99.32,159.52,71,54860,0.001294203
75-79,1952,Total,261.89,206.86,316.92,87,33220,0.002618904
80+,1952,Total,249.68,185.42,313.93,58,23230,0.002496771
Total,1953,Total,21.78,19.78,23.78,466,2048800,0.00022745
00-04,1953,Total,0,0,0,0,242840,0
05-09,1953,Total,0,0,0,0,210980,0
10-14,1953,Total,0,0,0,0,171110,0
15-19,1953,Total,0,0,0,0,137620,0
20-24,1953,Total,0,0,0,0,140360,0
25-29,1953,Total,1.32,0,3.16,2,151050,1.32e-05
30-34,1953,Total,0.68,0,2.02,1,146310,6.83e-06
35-39,1953,Total,2.15,0,4.59,3,139330,2.15e-05
40-44,1953,Total,1.47,0,3.52,2,135710,1.47e-05
45-49,1953,Total,10.03,4.36,15.71,12,119600,0.000100334
50-54,1953,Total,23.15,13.89,32.42,24,103660,0.000231526
55-59,1953,Total,38.5,25.36,51.63,33,85720,0.000384974
60-64,1953,Total,61.54,44.13,78.95,48,78000,0.000615385
65-69,1953,Total,92.97,70.54,115.4,66,70990,0.000929708
70-74,1953,Total,199.25,162.35,236.15,112,56210,0.001992528
75-79,1953,Total,286.45,230.31,342.6,100,34910,0.002864509
80+,1953,Total,257.88,194.2,321.56,63,24430,0.002578797
Total,1954,Total,19.81,17.92,21.71,429,2094900,0.000204783
00-04,1954,Total,0,0,0,0,247600,0
05-09,1954,Total,0,0,0,0,223090,0
10-14,1954,Total,0,0,0,0,176970,0
15-19,1954,Total,0,0,0,0,142400,0
20-24,1954,Total,0,0,0,0,139170,0
25-29,1954,Total,1.31,0,3.13,2,152380,1.31e-05
30-34,1954,Total,1.33,0,3.18,2,150130,1.33e-05
35-39,1954,Total,2.15,0,4.58,3,139670,2.15e-05
40-44,1954,Total,7.22,2.75,11.7,10,138480,7.22e-05
45-49,1954,Total,13.83,7.26,20.41,17,122900,0.000138324
50-54,1954,Total,25.4,15.82,34.98,27,106300,0.000253998
55-59,1954,Total,23.9,13.68,34.12,21,87870,0.000238989
60-64,1954,Total,59.12,42.03,76.2,46,77810,0.000591184
65-69,1954,Total,98.9,75.73,122.07,70,70780,0.00098898
70-74,1954,Total,150.43,118.64,182.22,86,57170,0.001504285
75-79,1954,Total,216.2,168.53,263.88,79,36540,0.002162014
80+,1954,Total,256.71,194.78,318.64,66,25710,0.002567095
Total,1955,Total,20.65,18.72,22.57,451,2139000,0.000210846
00-04,1955,Total,0,0,0,0,253890,0
05-09,1955,Total,0,0,0,0,232530,0
10-14,1955,Total,0,0,0,0,182150,0
15-19,1955,Total,0,0,0,0,149620,0
20-24,1955,Total,0,0,0,0,137960,0
25-29,1955,Total,0.66,0,1.94,1,152510,6.56e-06
30-34,1955,Total,1.96,0,4.18,3,152980,1.96e-05
35-39,1955,Total,2.84,0.06,5.63,4,140630,2.84e-05
40-44,1955,Total,6.42,2.23,10.61,9,140180,6.42e-05
45-49,1955,Total,11.88,5.87,17.9,15,126230,0.000118831
50-54,1955,Total,18.39,10.33,26.44,20,108780,0.000183857
55-59,1955,Total,45.33,31.45,59.2,41,90450,0.000453289
60-64,1955,Total,50.19,34.44,65.95,39,77700,0.000501931
65-69,1955,Total,103.72,79.93,127.52,73,70380,0.001037226
70-74,1955,Total,132.67,103.03,162.3,77,58040,0.001326671
75-79,1955,Total,227.27,179.24,275.31,86,37840,0.002272727
80+,1955,Total,307.07,241,373.13,83,27030,0.003070662
Total,1956,Total,19.39,17.57,21.21,442,2182820,0.00020249
00-04,1956,Total,0,0,0,0,258850,0
05-09,1956,Total,0,0,0,0,239430,0
10-14,1956,Total,0,0,0,0,188760,0
15-19,1956,Total,0,0,0,0,158880,0
20-24,1956,Total,0.73,0,2.15,1,137800,7.26e-06
25-29,1956,Total,0.66,0,1.95,1,151710,6.59e-06
30-34,1956,Total,1.94,0,4.14,3,154470,1.94e-05
35-39,1956,Total,2.1,0,4.47,3,143170,2.1e-05
40-44,1956,Total,10.64,5.26,16.03,15,140960,0.000106413
45-49,1956,Total,10.04,4.58,15.49,13,129520,0.000100371
50-54,1956,Total,15.31,8.03,22.59,17,111010,0.000153139
55-59,1956,Total,35.29,23.25,47.34,33,93500,0.000352941
60-64,1956,Total,50.03,34.33,65.73,39,77950,0.000500321
65-69,1956,Total,98.04,74.91,121.17,69,70380,0.000980392
70-74,1956,Total,177.04,142.85,211.23,103,58180,0.001770368
75-79,1956,Total,200.61,156.37,244.85,79,39380,0.002006094
80+,1956,Total,228.61,173.46,283.77,66,28870,0.00228611
Total,1957,Total,18.14,16.39,19.9,415,2232480,0.000185892
00-04,1957,Total,0,0,0,0,264350,0
05-09,1957,Total,0,0,0,0,243820,0
10-14,1957,Total,0,0,0,0,200480,0
15-19,1957,Total,0,0,0,0,166980,0
20-24,1957,Total,0,0,0,0,139560,0
25-29,1957,Total,0,0,0,0,151060,0
30-34,1957,Total,0,0,0,0,155810,0
35-39,1957,Total,0,0,0,0,146810,0
40-44,1957,Total,2.82,0.06,5.59,4,141620,2.82e-05
45-49,1957,Total,9.8,4.47,15.12,13,132690,9.8e-05
50-54,1957,Total,19.32,11.25,27.39,22,113880,0.000193186
55-59,1957,Total,23.8,14.07,33.52,23,96650,0.000237972
60-64,1957,Total,68.39,50.15,86.63,54,78960,0.000683891
65-69,1957,Total,89.39,67.31,111.46,63,70480,0.000893871
70-74,1957,Total,122.29,93.84,150.73,71,58060,0.001222873
75-79,1957,Total,181.64,140.25,223.03,74,40740,0.001816397
80+,1957,Total,298.07,236.83,359.31,91,30530,0.002980675
Total,1958,Total,18.9,17.13,20.66,446,2285820,0.000195116
00-04,1958,Total,0,0,0,0,272430,0
05-09,1958,Total,0,0,0,0,246850,0
10-14,1958,Total,0,0,0,0,214680,0
15-19,1958,Total,0,0,0,0,173260,0
20-24,1958,Total,0,0,0,0,143100,0
25-29,1958,Total,0.67,0,1.97,1,150340,6.65e-06
30-34,1958,Total,0,0,0,0,157480,0
35-39,1958,Total,1.99,0,4.25,3,150380,1.99e-05
40-44,1958,Total,3.51,0.43,6.59,5,142380,3.51e-05
45-49,1958,Total,8.86,3.85,13.88,12,135380,8.86e-05
50-54,1958,Total,16.16,8.89,23.42,19,117610,0.000161551
55-59,1958,Total,33.26,21.91,44.6,33,99230,0.000332561
60-64,1958,Total,37.17,23.87,50.48,30,80700,0.000371747
65-69,1958,Total,98.26,75.08,121.45,69,70220,0.000982626
70-74,1958,Total,164.38,131.5,197.27,96,58400,0.001643836
75-79,1958,Total,199.9,156.9,242.91,83,41520,0.001999037
80+,1958,Total,298.18,238.22,358.14,95,31860,0.002981795
Total,1959,Total,16.95,15.29,18.61,404,2334530,0.000173054
00-04,1959,Total,0,0,0,0,281190,0
05-09,1959,Total,0,0,0,0,250320,0
10-14,1959,Total,0,0,0,0,227270,0
15-19,1959,Total,0,0,0,0,178780,0
20-24,1959,Total,1.36,0,3.24,2,147130,1.36e-05
25-29,1959,Total,0.67,0,1.99,1,148510,6.73e-06
30-34,1959,Total,1.9,0,4.04,3,158130,1.9e-05
35-39,1959,Total,3.92,0.78,7.05,6,153230,3.92e-05
40-44,1959,Total,4.9,1.27,8.53,7,142930,4.9e-05
45-49,1959,Total,8,3.27,12.73,11,137470,8e-05
50-54,1959,Total,17.33,9.92,24.75,21,121160,0.000173325
55-59,1959,Total,27.61,17.38,37.83,28,101420,0.00027608
60-64,1959,Total,42.21,28.23,56.2,35,82910,0.000422144
65-69,1959,Total,81.45,60.31,102.6,57,69980,0.000814518
70-74,1959,Total,120.73,92.65,148.81,71,58810,0.001207278
75-79,1959,Total,183.25,142.32,224.18,77,42020,0.001832461
80+,1959,Total,255.49,201.17,309.8,85,33270,0.002554854
Total,1960,Total,16.81,15.18,18.44,412,2377040,0.000173325
00-04,1960,Total,0,0,0,0,289310,0
05-09,1960,Total,0,0,0,0,254450,0
10-14,1960,Total,0,0,0,0,237080,0
15-19,1960,Total,0.55,0,1.61,1,183400,5.45e-06
20-24,1960,Total,0,0,0,0,152440,0
25-29,1960,Total,0,0,0,0,146180,0
30-34,1960,Total,0,0,0,0,157470,0
35-39,1960,Total,2.58,0.05,5.1,4,155190,2.58e-05
40-44,1960,Total,2.79,0.06,5.52,4,143520,2.79e-05
45-49,1960,Total,10.07,4.79,15.34,14,139050,0.000100683
50-54,1960,Total,19.33,11.6,27.07,24,124130,0.000193346
55-59,1960,Total,30.85,20.16,41.54,32,103720,0.000308523
60-64,1960,Total,44.61,30.43,58.8,38,85180,0.000446114
65-69,1960,Total,74.42,54.2,94.65,52,69870,0.000744239
70-74,1960,Total,145.34,114.63,176.06,86,59170,0.001453439
75-79,1960,Total,198.25,155.86,240.65,84,42370,0.001982535
80+,1960,Total,211.53,163.01,260.06,73,34510,0.002115329
Total,1961,Total,16.1,14.51,17.68,399,2426660,0.000164424
00-04,1961,Total,0,0,0,0,296510,0
05-09,1961,Total,0,0,0,0,261220,0
10-14,1961,Total,0,0,0,0,243860,0
15-19,1961,Total,0,0,0,0,189920,0
20-24,1961,Total,0.62,0,1.84,1,161140,6.21e-06
25-29,1961,Total,0.69,0,2.04,1,145390,6.88e-06
30-34,1961,Total,0.64,0,1.88,1,157030,6.37e-06
35-39,1961,Total,1.91,0,4.07,3,157300,1.91e-05
40-44,1961,Total,2.75,0.06,5.45,4,145300,2.75e-05
45-49,1961,Total,5.69,1.75,9.63,8,140570,5.69e-05
50-54,1961,Total,17.32,10.08,24.56,22,126990,0.000173242
55-59,1961,Total,28.22,18.12,38.32,30,106300,0.00028222
60-64,1961,Total,56.01,40.33,71.7,49,87480,0.000560128
65-69,1961,Total,59.94,41.81,78.07,42,70070,0.000599401
70-74,1961,Total,103.34,77.4,129.27,61,59030,0.001033373
75-79,1961,Total,215.31,171.31,259.3,92,42730,0.002153054
80+,1961,Total,237.3,186.85,287.75,85,35820,0.002372976
Total,1962,Total,15.6,14.06,17.14,395,2484940,0.000158958
00-04,1962,Total,0,0,0,0,302540,0
05-09,1962,Total,0,0,0,0,269640,0
10-14,1962,Total,0,0,0,0,248210,0
15-19,1962,Total,0,0,0,0,201650,0
20-24,1962,Total,0,0,0,0,169610,0
25-29,1962,Total,0,0,0,0,146540,0
30-34,1962,Total,0.64,0,1.89,1,156870,6.37e-06
35-39,1962,Total,3.14,0.39,5.89,5,159430,3.14e-05
40-44,1962,Total,3.35,0.41,6.29,5,149160,3.35e-05
45-49,1962,Total,4.94,1.28,8.6,7,141690,4.94e-05
50-54,1962,Total,15.37,8.63,22.1,20,130150,0.000153669
55-59,1962,Total,30.23,19.92,40.55,33,109150,0.000302336
60-64,1962,Total,44.44,30.67,58.22,40,90000,0.000444444
65-69,1962,Total,65.73,46.94,84.53,47,71500,0.000657343
70-74,1962,Total,102.51,76.57,128.45,60,58530,0.001025115
75-79,1962,Total,221.81,177.44,266.18,96,43280,0.002218115
80+,1962,Total,218.98,171.29,266.67,81,36990,0.002189781
Total,1963,Total,15.02,13.51,16.52,384,2536840,0.000151369
00-04,1963,Total,0,0,0,0,307450,0
05-09,1963,Total,0,0,0,0,277150,0
10-14,1963,Total,0,0,0,0,251270,0
15-19,1963,Total,0.46,0,1.37,1,215780,4.63e-06
20-24,1963,Total,1.14,0,2.73,2,174960,1.14e-05
25-29,1963,Total,0,0,0,0,149070,0
30-34,1963,Total,0.64,0,1.9,1,155450,6.43e-06
35-39,1963,Total,4.36,1.13,7.59,7,160620,4.36e-05
40-44,1963,Total,4.57,1.18,7.95,7,153250,4.57e-05
45-49,1963,Total,6.37,2.21,10.54,9,141200,6.37e-05
50-54,1963,Total,12.05,6.14,17.95,16,132830,0.000120455
55-59,1963,Total,12.44,5.92,18.96,14,112520,0.000124422
60-64,1963,Total,51.84,37.18,66.51,48,92590,0.000518415
65-69,1963,Total,73.91,54.2,93.63,54,73060,0.000739119
70-74,1963,Total,111.95,84.74,139.17,65,58060,0.001119532
75-79,1963,Total,182.94,142.85,223.03,80,43730,0.001829408
80+,1963,Total,211.36,165.04,257.68,80,37850,0.002113606
Total,1964,Total,14.31,12.85,15.77,370,2589090,0.000142907
00-04,1964,Total,0,0,0,0,311020,0
05-09,1964,Total,0,0,0,0,284740,0
10-14,1964,Total,0,0,0,0,255480,0
15-19,1964,Total,0,0,0,0,229020,0
20-24,1964,Total,0,0,0,0,180160,0
25-29,1964,Total,0,0,0,0,153750,0
30-34,1964,Total,0.65,0,1.92,1,154100,6.49e-06
35-39,1964,Total,1.86,0,3.97,3,161210,1.86e-05
40-44,1964,Total,3.18,0.39,5.96,5,157330,3.18e-05
45-49,1964,Total,4.28,0.85,7.7,6,140300,4.28e-05
50-54,1964,Total,19.87,12.38,27.37,27,135860,0.000198734
55-59,1964,Total,26.77,17.34,36.19,31,115820,0.000267657
60-64,1964,Total,48.22,34.28,62.15,46,95400,0.00048218
65-69,1964,Total,67.27,48.62,85.91,50,74330,0.000672676
70-74,1964,Total,92.4,67.76,117.05,54,58440,0.000924025
75-79,1964,Total,148.98,112.76,185.2,65,43630,0.001489801
80+,1964,Total,212.99,166.89,259.09,82,38500,0.00212987
Total,1965,Total,14.68,13.21,16.16,384,2635320,0.000145713
00-04,1965,Total,0,0,0,0,310060,0
05-09,1965,Total,0,0,0,0,292570,0
10-14,1965,Total,0,0,0,0,261000,0
15-19,1965,Total,0.42,0,1.24,1,238450,4.19e-06
20-24,1965,Total,0,0,0,0,185500,0
25-29,1965,Total,1.87,0,3.99,3,160110,1.87e-05
30-34,1965,Total,2.64,0.05,5.22,4,151610,2.64e-05
35-39,1965,Total,3.08,0.38,5.79,5,162160,3.08e-05
40-44,1965,Total,3.76,0.75,6.77,6,159470,3.76e-05
45-49,1965,Total,9.15,4.18,14.13,13,142010,9.15e-05
50-54,1965,Total,10.92,5.39,16.44,15,137420,0.000109154
55-59,1965,Total,21.85,13.45,30.25,26,118970,0.000218542
60-64,1965,Total,37.9,25.69,50.11,37,97620,0.000379021
65-69,1965,Total,69.05,50.46,87.64,53,76760,0.000690464
70-74,1965,Total,104.04,77.93,130.15,61,58630,0.001040423
75-79,1965,Total,162.41,124.37,200.46,70,43100,0.00162413
80+,1965,Total,225.68,179.05,272.3,90,39880,0.00225677
Total,1966,Total,14.29,12.85,15.73,381,2682600,0.000142026
00-04,1966,Total,0,0,0,0,305750,0
05-09,1966,Total,0,0,0,0,301320,0
10-14,1966,Total,0,0,0,0,267600,0
15-19,1966,Total,0,0,0,0,244390,0
20-24,1966,Total,0,0,0,0,193050,0
25-29,1966,Total,0.59,0,1.75,1,168820,5.92e-06
30-34,1966,Total,1.33,0,3.18,2,149870,1.33e-05
35-39,1966,Total,3.08,0.38,5.77,5,162520,3.08e-05
40-44,1966,Total,1.87,0,3.98,3,160570,1.87e-05
45-49,1966,Total,11.69,6.13,17.24,17,145460,0.000116871
50-54,1966,Total,14.45,8.12,20.78,20,138440,0.000144467
55-59,1966,Total,27.83,18.48,37.18,34,122170,0.000278301
60-64,1966,Total,53.08,38.79,67.38,53,99840,0.000530849
65-69,1966,Total,60.14,43.12,77.15,48,79820,0.000601353
70-74,1966,Total,88.83,64.68,112.97,52,58540,0.000888282
75-79,1966,Total,129.6,95.66,163.54,56,43210,0.001295996
80+,1966,Total,218.29,173.19,263.39,90,41230,0.002182877
Total,1967,Total,13.53,12.15,14.91,369,2727630,0.000135282
00-04,1967,Total,0,0,0,0,301210,0
05-09,1967,Total,0,0,0,0,309560,0
10-14,1967,Total,0,0,0,0,274640,0
15-19,1967,Total,0,0,0,0,247980,0
20-24,1967,Total,0,0,0,0,202600,0
25-29,1967,Total,0,0,0,0,175600,0
30-34,1967,Total,0.66,0,1.96,1,150650,6.64e-06
35-39,1967,Total,1.87,0,3.99,3,160440,1.87e-05
40-44,1967,Total,4.93,1.51,8.34,8,162370,4.93e-05
45-49,1967,Total,7.42,3.03,11.8,11,148330,7.42e-05
50-54,1967,Total,10.76,5.31,16.2,15,139470,0.00010755
55-59,1967,Total,21.65,13.48,29.81,27,124740,0.00021645
60-64,1967,Total,45.64,32.59,58.69,47,102970,0.000456444
65-69,1967,Total,63.17,46,80.34,52,82320,0.000631681
70-74,1967,Total,94.36,69.64,119.07,56,59350,0.000943555
75-79,1967,Total,149.36,113.05,185.67,65,43520,0.001493566
80+,1967,Total,200.57,157.68,243.47,84,41880,0.002005731
Total,1968,Total,12.99,11.64,14.34,357,2753500,0.000129653
00-04,1968,Total,0,0,0,0,296830,0
05-09,1968,Total,0,0,0,0,313460,0
10-14,1968,Total,0,0,0,0,280960,0
15-19,1968,Total,0.4,0,1.18,1,249940,4e-06
20-24,1968,Total,0,0,0,0,210370,0
25-29,1968,Total,0.56,0,1.67,1,177690,5.63e-06
30-34,1968,Total,1.32,0,3.15,2,151700,1.32e-05
35-39,1968,Total,2.55,0.05,5.04,4,157130,2.55e-05
40-44,1968,Total,3.7,0.74,6.66,6,162130,3.7e-05
45-49,1968,Total,5.28,1.62,8.94,8,151450,5.28e-05
50-54,1968,Total,18.09,11,25.18,25,138230,0.000180858
55-59,1968,Total,22.82,14.52,31.13,29,127070,0.000228221
60-64,1968,Total,40.56,28.44,52.69,43,106010,0.000405622
65-69,1968,Total,50.85,35.65,66.04,43,84570,0.000508455
70-74,1968,Total,107.81,81.6,134.02,65,60290,0.001078122
75-79,1968,Total,122.01,89.16,154.86,53,43440,0.001220074
80+,1968,Total,182.33,141.61,223.06,77,42230,0.001823348
Total,1969,Total,13.1,11.76,14.44,366,2780040,0.000131653
00-04,1969,Total,0,0,0,0,295640,0
05-09,1969,Total,0,0,0,0,312860,0
10-14,1969,Total,0,0,0,0,287270,0
15-19,1969,Total,0.39,0,1.17,1,253710,3.94e-06
20-24,1969,Total,0,0,0,0,217820,0
25-29,1969,Total,0,0,0,0,179940,0
30-34,1969,Total,1.3,0,3.09,2,154390,1.3e-05
35-39,1969,Total,2.6,0.05,5.15,4,153690,2.6e-05
40-44,1969,Total,4.34,1.13,7.56,7,161180,4.34e-05
45-49,1969,Total,5.18,1.59,8.76,8,154560,5.18e-05
50-54,1969,Total,8.75,3.8,13.7,12,137150,8.75e-05
55-59,1969,Total,27.07,18.1,36.03,35,129310,0.000270667
60-64,1969,Total,36.72,25.34,48.11,40,108920,0.000367242
65-69,1969,Total,66,48.87,83.14,57,86360,0.000660028
70-74,1969,Total,76.06,54.32,97.81,47,61790,0.000760641
75-79,1969,Total,174.22,134.79,213.64,75,43050,0.00174216
80+,1969,Total,183.96,143.14,224.79,78,42400,0.001839623
Total,1970,Total,13.33,11.98,14.68,376,2819630,0.000133351
00-04,1970,Total,0,0,0,0,297830,0
05-09,1970,Total,0,0,0,0,308880,0
10-14,1970,Total,0,0,0,0,293990,0
15-19,1970,Total,0,0,0,0,260040,0
20-24,1970,Total,0,0,0,0,227080,0
25-29,1970,Total,0.55,0,1.62,1,183060,5.46e-06
30-34,1970,Total,1.87,0,3.98,3,160650,1.87e-05
35-39,1970,Total,2.65,0.05,5.25,4,150750,2.65e-05
40-44,1970,Total,6.2,2.36,10.04,10,161360,6.2e-05
45-49,1970,Total,9.59,4.74,14.44,15,156450,9.59e-05
50-54,1970,Total,11.54,5.88,17.19,16,138680,0.000115374
55-59,1970,Total,18.33,11,25.66,24,130940,0.00018329
60-64,1970,Total,39.32,27.7,50.94,44,111890,0.000393243
65-69,1970,Total,68.38,51.07,85.68,60,87750,0.000683761
70-74,1970,Total,93.05,69.51,116.6,60,64480,0.000930521
75-79,1970,Total,116.23,84.01,148.44,50,43020,0.00116225
80+,1970,Total,208.04,164.82,251.26,89,42780,0.002080411
Total,1971,Total,11.32,10.09,12.55,327,2864200,0.000114168
00-04,1971,Total,0,0,0,0,299570,0
05-09,1971,Total,0,0,0,0,305450,0
10-14,1971,Total,0,0,0,0,302170,0
15-19,1971,Total,0,0,0,0,264480,0
20-24,1971,Total,0.85,0,2.04,2,234060,8.54e-06
25-29,1971,Total,1.06,0,2.52,2,189460,1.06e-05
30-34,1971,Total,1.18,0,2.82,2,169130,1.18e-05
35-39,1971,Total,1.33,0,3.18,2,149930,1.33e-05
40-44,1971,Total,3.73,0.74,6.71,6,161040,3.73e-05
45-49,1971,Total,5.08,1.56,8.61,8,157390,5.08e-05
50-54,1971,Total,8.49,3.69,13.29,12,141350,8.49e-05
55-59,1971,Total,21.2,13.35,29.06,28,132050,0.000212041
60-64,1971,Total,31.5,21.21,41.79,36,114280,0.000315016
65-69,1971,Total,52.03,37.16,66.91,47,90330,0.000520314
70-74,1971,Total,85.69,63.44,107.93,57,66520,0.000856885
75-79,1971,Total,103.47,73.24,133.7,45,43490,0.001034721
80+,1971,Total,183.91,143.61,224.21,80,43500,0.00183908
Total,1972,Total,11.29,10.07,12.51,333,2915690,0.00011421
00-04,1972,Total,0,0,0,0,302290,0
05-09,1972,Total,0,0,0,0,303020,0
10-14,1972,Total,0,0,0,0,310640,0
15-19,1972,Total,0.37,0,1.1,1,269540,3.71e-06
20-24,1972,Total,0,0,0,0,238260,0
25-29,1972,Total,0.99,0,2.37,2,201570,9.92e-06
30-34,1972,Total,1.13,0,2.69,2,177440,1.13e-05
35-39,1972,Total,0.66,0,1.96,1,151210,6.61e-06
40-44,1972,Total,1.87,0,4,3,160010,1.87e-05
45-49,1972,Total,8.23,3.75,12.7,13,158020,8.23e-05
50-54,1972,Total,10.37,5.12,15.61,15,144680,0.000103677
55-59,1972,Total,22.71,14.58,30.83,30,132120,0.000227066
60-64,1972,Total,32.49,22.16,42.82,38,116950,0.000324925
65-69,1972,Total,60.92,45.11,76.74,57,93560,0.000609235
70-74,1972,Total,76.11,55.42,96.8,52,68320,0.000761124
75-79,1972,Total,90.97,62.78,119.16,40,43970,0.000909711
80+,1972,Total,179.18,139.67,218.69,79,44090,0.00179179
Total,1973,Total,12.1,10.84,13.35,360,2976920,0.00012093
00-04,1973,Total,0,0,0,0,305720,0
05-09,1973,Total,0,0,0,0,301200,0
10-14,1973,Total,0,0,0,0,316880,0
15-19,1973,Total,0,0,0,0,278990,0
20-24,1973,Total,0,0,0,0,242940,0
25-29,1973,Total,0,0,0,0,216550,0
30-34,1973,Total,2.16,0.04,4.27,4,185320,2.16e-05
35-39,1973,Total,4.53,1.17,7.88,7,154650,4.53e-05
40-44,1973,Total,3.78,0.76,6.81,6,158630,3.78e-05
45-49,1973,Total,6.92,2.83,11.01,11,158980,6.92e-05
50-54,1973,Total,10.73,5.47,15.99,16,149100,0.000107311
55-59,1973,Total,24.31,15.89,32.73,32,131630,0.000243106
60-64,1973,Total,36.71,25.86,47.56,44,119860,0.000367095
